,ISBN,UserID,Rating
190,553380168,2628,4.0
195,553380168,13231,5.0
196,553380168,12636,5.0
198,553380168,5125,3.0
199,553380168,1320,4.0
205,553380168,5256,1.0
212,553380168,3098,5.0
219,553380168,5243,4.0
221,553380168,11565,4.0
223,553380168,9207,3.0
229,553380168,10228,3.0
230,553380168,9721,3.0
232,553380168,10531,3.0
234,553380168,3905,5.0
235,553380168,11346,4.0
238,553380168,6658,3.0
245,553380168,4042,4.0
251,553380168,6084,3.0
254,553380168,3838,5.0
256,553380168,2621,3.0
258,553380168,2348,4.0
262,553380168,11459,5.0
270,553380168,11887,4.0
271,553380168,303,4.0
272,553380168,9457,4.0
273,553380168,9793,4.0
276,553380168,1474,4.0
277,553380168,3898,4.0
281,553380168,1665,4.0
282,553380168,8139,4.0
20,076790818X,1415,5.0
21,076790818X,784,4.0
23,076790818X,5511,5.0
26,076790818X,8787,3.0
28,076790818X,6098,3.0
38,076790818X,12334,4.0
39,076790818X,4073,5.0
57,076790818X,10570,5.0
20,865478007,2736,1.0
21,865478007,13208,5.0
23,865478007,3191,4.0
26,865478007,5520,3.0
28,865478007,1381,5.0
38,865478007,6466,5.0
39,865478007,9642,3.0
57,865478007,9460,1.0
60,865478007,11764,4.0
62,865478007,3437,5.0
63,865478007,11931,5.0
65,865478007,11605,3.0
72,865478007,9532,4.0
73,865478007,11194,4.0
78,865478007,8217,4.0
79,865478007,160,4.0
82,865478007,9523,4.0
87,865478007,1311,5.0
20,465026567,1183,1.0
21,465026567,6372,2.0
23,465026567,9888,4.0
26,465026567,4168,5.0
28,465026567,10612,3.0
38,465026567,10214,5.0
39,465026567,13035,3.0
57,465026567,9229,1.0
20,393353664,8197,3.0
21,393353664,216,4.0
23,393353664,1578,5.0
26,393353664,7003,5.0
28,393353664,9834,5.0
38,393353664,9545,3.0
39,393353664,1503,3.0
57,393353664,8304,4.0
60,393353664,11160,4.0
62,393353664,1051,4.0
63,393353664,9991,4.0
65,393353664,2961,5.0
72,393353664,5897,3.0
73,393353664,4149,5.0
78,393353664,4006,4.0
79,393353664,12495,3.0
82,393353664,5906,5.0
87,393353664,4054,2.0
90,393353664,11924,5.0
97,393353664,6976,2.0
98,393353664,11342,5.0
104,393353664,8273,4.0
110,393353664,6219,5.0
111,393353664,3459,4.0
114,393353664,2739,4.0
116,393353664,1852,2.0
118,393353664,4200,4.0
120,393353664,2451,2.0
121,393353664,2255,5.0
127,393353664,12308,5.0
129,393353664,7067,3.0
133,393353664,12180,5.0
137,393353664,12204,5.0
138,393353664,13157,5.0
139,393353664,5775,5.0
140,393353664,9477,4.0
142,393353664,7342,4.0
20,393324826,2219,4.0
21,393324826,4853,4.0
23,393324826,2578,5.0
26,393324826,9172,4.0
28,393324826,8162,5.0
38,393324826,1010,2.0
39,393324826,10047,5.0
57,393324826,9340,3.0
60,393324826,3936,4.0
62,393324826,13761,5.0
63,393324826,1549,2.0
65,393324826,12090,5.0
72,393324826,9110,4.0
73,393324826,4186,4.0
78,393324826,12524,4.0
79,393324826,13040,5.0
82,393324826,7257,3.0
87,393324826,9974,2.0
20,375424040,13202,5.0
21,375424040,4931,5.0
23,375424040,11385,5.0
26,375424040,10268,4.0
28,375424040,4803,4.0
38,375424040,8842,4.0
39,375424040,6305,4.0
57,375424040,8779,4.0
60,375424040,4636,4.0
62,375424040,7070,5.0
63,375424040,11316,5.0
65,375424040,12155,4.0
72,375424040,2580,4.0
73,375424040,13749,3.0
78,375424040,3226,4.0
79,375424040,905,3.0
82,375424040,7890,4.0
87,375424040,13574,2.0
90,375424040,4839,5.0
97,375424040,5047,4.0
98,375424040,12535,2.0
104,375424040,11492,4.0
110,375424040,9444,3.0
111,375424040,11786,4.0
114,375424040,1189,5.0
116,375424040,6422,4.0
118,375424040,11297,3.0
120,375424040,10984,4.0
121,375424040,3747,4.0
127,375424040,10964,5.0
129,375424040,2562,4.0
133,375424040,507,4.0
137,375424040,8126,4.0
138,375424040,11905,4.0
139,375424040,11145,5.0
140,375424040,2977,4.0
142,375424040,245,3.0
155,375424040,2139,5.0
159,375424040,5674,4.0
162,375424040,12583,4.0
164,375424040,6035,3.0
170,375424040,9662,4.0
180,375424040,6826,4.0
186,375424040,5802,5.0
187,375424040,7259,5.0
190,375424040,13390,4.0
195,375424040,1017,4.0
196,375424040,2428,4.0
198,375424040,6617,5.0
199,375424040,6059,2.0
205,375424040,6622,4.0
212,375424040,6764,4.0
219,375424040,6375,2.0
221,375424040,10929,4.0
223,375424040,11186,4.0
229,375424040,9571,5.0
230,375424040,7876,3.0
232,375424040,11403,5.0
234,375424040,9006,5.0
235,375424040,1684,4.0
238,375424040,4615,5.0
245,375424040,10947,2.0
251,375424040,8317,5.0
254,375424040,3282,5.0
256,375424040,8066,4.0
258,375424040,4949,4.0
262,375424040,9134,4.0
270,375424040,11195,4.0
271,375424040,7871,3.0
272,375424040,3359,4.0
273,375424040,13474,3.0
276,375424040,977,4.0
277,375424040,639,3.0
281,375424040,3473,4.0
282,375424040,3004,5.0
20,393077829,3595,2.0
21,393077829,6604,4.0
23,393077829,12482,4.0
26,393077829,12388,5.0
28,393077829,10635,5.0
38,393077829,5232,4.0
39,393077829,2983,4.0
57,393077829,825,4.0
60,393077829,10872,4.0
62,393077829,1427,4.0
63,393077829,12194,4.0
65,393077829,2148,5.0
72,393077829,4872,3.0
73,393077829,5087,4.0
78,393077829,7801,5.0
79,393077829,7881,5.0
82,393077829,5007,5.0
87,393077829,3825,4.0
90,393077829,8274,4.0
97,393077829,10533,4.0
98,393077829,6761,4.0
104,393077829,6491,5.0
110,393077829,5006,4.0
111,393077829,11989,5.0
114,393077829,3118,5.0
116,393077829,10061,5.0
118,393077829,7849,4.0
120,393077829,4635,5.0
121,393077829,9628,4.0
127,393077829,807,3.0
129,393077829,11212,5.0
133,393077829,2366,5.0
137,393077829,9891,3.0
138,393077829,5303,4.0
139,393077829,2844,5.0
140,393077829,760,4.0
142,393077829,6739,4.0
155,393077829,8420,3.0
159,393077829,10913,4.0
162,393077829,5121,3.0
164,393077829,1727,5.0
170,393077829,9325,4.0
180,393077829,9399,4.0
186,393077829,4819,4.0
187,393077829,10240,3.0
190,393077829,6697,5.0
195,393077829,9906,4.0
196,393077829,2680,5.0
198,393077829,9466,5.0
199,393077829,5752,4.0
205,393077829,3422,5.0
212,393077829,8779,4.0
219,393077829,13780,5.0
221,393077829,13275,4.0
223,393077829,1846,3.0
229,393077829,12592,3.0
230,393077829,6063,5.0
232,393077829,9411,4.0
234,393077829,8004,4.0
235,393077829,13119,4.0
238,393077829,448,5.0
245,393077829,8393,5.0
251,393077829,7865,4.0
254,393077829,9227,5.0
256,393077829,7074,5.0
258,393077829,8660,4.0
262,393077829,2264,5.0
270,393077829,3969,5.0
271,393077829,6817,3.0
272,393077829,10406,4.0
273,393077829,11688,4.0
276,393077829,5526,5.0
277,393077829,6216,4.0
281,393077829,10189,5.0
282,393077829,11745,3.0
20,525954821,10837,5.0
21,525954821,4576,4.0
23,525954821,1601,4.0
26,525954821,4429,5.0
28,525954821,6144,4.0
38,525954821,6138,5.0
39,525954821,7385,4.0
57,525954821,11601,5.0
60,525954821,4452,5.0
62,525954821,3847,5.0
63,525954821,1822,4.0
65,525954821,2675,5.0
72,525954821,2817,5.0
73,525954821,4148,5.0
78,525954821,8685,3.0
79,525954821,6442,5.0
82,525954821,10746,4.0
87,525954821,10376,3.0
90,525954821,869,5.0
97,525954821,6238,5.0
98,525954821,6517,3.0
104,525954821,1877,5.0
110,525954821,5211,3.0
111,525954821,5587,4.0
114,525954821,5588,2.0
116,525954821,11582,5.0
118,525954821,3394,4.0
120,525954821,6924,5.0
121,525954821,13028,5.0
127,525954821,8897,3.0
129,525954821,10707,4.0
133,525954821,4715,5.0
137,525954821,13398,5.0
138,525954821,126,5.0
139,525954821,6412,4.0
140,525954821,9932,5.0
142,525954821,2253,5.0
155,525954821,6643,4.0
159,525954821,8385,4.0
162,525954821,1672,3.0
164,525954821,12194,4.0
170,525954821,11977,2.0
180,525954821,11787,3.0
186,525954821,12345,4.0
187,525954821,6930,3.0
190,525954821,30,3.0
195,525954821,6669,4.0
196,525954821,9742,4.0
198,525954821,10959,5.0
199,525954821,6987,2.0
205,525954821,8856,4.0
212,525954821,11285,4.0
219,525954821,1920,5.0
221,525954821,8582,5.0
223,525954821,11978,1.0
229,525954821,54,3.0
230,525954821,12347,3.0
232,525954821,10473,4.0
234,525954821,13099,5.0
235,525954821,10227,4.0
238,525954821,4773,5.0
245,525954821,1762,2.0
251,525954821,2980,3.0
254,525954821,6433,4.0
256,525954821,3605,5.0
258,525954821,7378,3.0
262,525954821,7012,5.0
270,525954821,2159,2.0
271,525954821,8846,2.0
272,525954821,743,5.0
273,525954821,5734,3.0
276,525954821,631,5.0
277,525954821,13052,4.0
281,525954821,4665,5.0
282,525954821,10728,4.0
20,345346297,6488,4.0
21,345346297,3483,3.0
23,345346297,8526,3.0
26,345346297,8468,4.0
28,345346297,1329,5.0
38,345346297,10676,4.0
39,345346297,11698,2.0
57,345346297,7461,5.0
60,345346297,1788,4.0
62,345346297,10785,5.0
63,345346297,4477,3.0
65,345346297,3611,4.0
72,345346297,7142,3.0
73,345346297,8090,3.0
78,345346297,3854,4.0
79,345346297,10396,4.0
82,345346297,11561,2.0
87,345346297,6837,4.0
90,345346297,6828,5.0
97,345346297,6804,5.0
98,345346297,13744,3.0
104,345346297,3604,4.0
110,345346297,5408,5.0
111,345346297,13422,4.0
114,345346297,366,3.0
116,345346297,5777,3.0
118,345346297,7773,4.0
120,345346297,7587,4.0
121,345346297,10581,4.0
127,345346297,94,5.0
129,345346297,10858,5.0
133,345346297,5892,2.0
137,345346297,9070,5.0
138,345346297,11281,3.0
139,345346297,10607,3.0
140,345346297,2879,3.0
142,345346297,6752,3.0
155,345346297,12867,3.0
159,345346297,8180,4.0
162,345346297,10928,3.0
164,345346297,7608,4.0
170,345346297,13695,5.0
180,345346297,3018,3.0
186,345346297,762,5.0
187,345346297,503,3.0
190,345346297,13456,3.0
195,345346297,10264,4.0
196,345346297,12647,5.0
198,345346297,6077,4.0
199,345346297,13214,5.0
205,345346297,4386,4.0
212,345346297,6913,5.0
219,345346297,704,5.0
221,345346297,28,3.0
223,345346297,7945,4.0
229,345346297,9673,5.0
230,345346297,1277,4.0
232,345346297,10138,5.0
234,345346297,1960,5.0
235,345346297,10491,4.0
238,345346297,12084,4.0
245,345346297,9723,4.0
251,345346297,2391,2.0
254,345346297,5111,4.0
256,345346297,2503,4.0
258,345346297,337,3.0
262,345346297,10620,5.0
270,345346297,1517,4.0
271,345346297,8431,5.0
272,345346297,9341,4.0
273,345346297,13879,5.0
276,345346297,6134,5.0
277,345346297,4146,4.0
281,345346297,5693,4.0
282,345346297,5634,3.0
20,374227764,1992,3.0
21,374227764,10741,4.0
23,374227764,7042,3.0
26,374227764,4519,4.0
28,374227764,1131,3.0
38,374227764,12572,4.0
39,374227764,2448,4.0
57,374227764,7592,5.0
60,374227764,306,4.0
62,374227764,1544,4.0
63,374227764,4368,3.0
65,374227764,4560,5.0
72,374227764,7563,5.0
73,374227764,2998,4.0
78,374227764,11541,1.0
79,374227764,11574,4.0
82,374227764,13095,3.0
87,374227764,5700,4.0
90,374227764,3821,4.0
97,374227764,6754,4.0
98,374227764,2108,4.0
104,374227764,8589,5.0
110,374227764,4925,3.0
111,374227764,6351,5.0
114,374227764,5551,4.0
116,374227764,5836,3.0
118,374227764,12843,2.0
120,374227764,2987,4.0
121,374227764,13347,4.0
127,374227764,10142,3.0
129,374227764,9282,5.0
133,374227764,2630,5.0
137,374227764,11862,3.0
138,374227764,6845,4.0
139,374227764,4061,4.0
140,374227764,10859,4.0
142,374227764,1822,3.0
155,374227764,10471,2.0
159,374227764,125,3.0
162,374227764,11126,3.0
164,374227764,5645,4.0
170,374227764,11429,5.0
180,374227764,8173,3.0
186,374227764,11731,3.0
187,374227764,5519,4.0
190,374227764,11757,5.0
195,374227764,2442,4.0
196,374227764,4062,3.0
198,374227764,3726,5.0
199,374227764,8833,4.0
205,374227764,11276,5.0
212,374227764,5687,3.0
219,374227764,11686,3.0
221,374227764,8144,5.0
223,374227764,6597,4.0
229,374227764,496,4.0
230,374227764,10614,4.0
232,374227764,11965,3.0
234,374227764,12011,3.0
235,374227764,11283,5.0
238,374227764,9720,4.0
245,374227764,2809,5.0
251,374227764,11388,4.0
254,374227764,11266,4.0
256,374227764,5179,2.0
258,374227764,12667,5.0
262,374227764,155,3.0
270,374227764,3005,4.0
271,374227764,4323,5.0
272,374227764,6324,4.0
273,374227764,3614,2.0
276,374227764,10035,3.0
277,374227764,7975,3.0
281,374227764,1596,3.0
282,374227764,4645,4.0
20,1400069289,11619,4.0
21,1400069289,3921,1.0
23,1400069289,7774,4.0
26,1400069289,5854,4.0
28,1400069289,1322,3.0
38,1400069289,13729,3.0
39,1400069289,1590,3.0
57,1400069289,7399,5.0
60,1400069289,10812,4.0
62,1400069289,10374,3.0
63,1400069289,1068,4.0
65,1400069289,3338,5.0
72,1400069289,3936,3.0
73,1400069289,13847,4.0
78,1400069289,4394,5.0
79,1400069289,3035,4.0
82,1400069289,4866,1.0
87,1400069289,4255,5.0
90,1400069289,12003,5.0
97,1400069289,1498,4.0
98,1400069289,5835,4.0
104,1400069289,2664,4.0
110,1400069289,153,4.0
111,1400069289,5139,5.0
114,1400069289,10072,5.0
116,1400069289,13902,4.0
118,1400069289,11459,5.0
120,1400069289,11706,4.0
121,1400069289,12637,3.0
127,1400069289,12595,3.0
129,1400069289,9957,4.0
133,1400069289,1633,4.0
137,1400069289,12644,4.0
138,1400069289,5994,5.0
139,1400069289,3039,5.0
140,1400069289,7903,4.0
142,1400069289,12297,5.0
155,1400069289,3089,4.0
159,1400069289,6379,5.0
162,1400069289,8349,5.0
164,1400069289,10170,3.0
170,1400069289,1621,4.0
20,553805371,1742,5.0
21,553805371,6511,5.0
23,553805371,7133,5.0
26,553805371,177,4.0
28,553805371,1172,3.0
38,553805371,9275,5.0
39,553805371,1159,4.0
57,553805371,7425,3.0
60,553805371,4857,5.0
62,553805371,7251,4.0
63,553805371,8681,3.0
65,553805371,4250,3.0
72,553805371,6679,3.0
73,553805371,800,2.0
78,553805371,12058,2.0
79,553805371,1102,4.0
82,553805371,8360,5.0
87,553805371,4288,5.0
90,553805371,9190,4.0
97,553805371,3500,5.0
98,553805371,3238,4.0
104,553805371,4985,4.0
110,553805371,4787,3.0
111,553805371,12137,4.0
114,553805371,13142,5.0
116,553805371,10481,4.0
118,553805371,1096,4.0
120,553805371,698,4.0
121,553805371,10759,5.0
127,553805371,3235,2.0
129,553805371,8495,3.0
133,553805371,5265,2.0
137,553805371,10735,4.0
138,553805371,12087,2.0
139,553805371,8823,3.0
140,553805371,1281,5.0
142,553805371,2945,2.0
155,553805371,6816,3.0
159,553805371,3680,5.0
162,553805371,1553,5.0
164,553805371,489,4.0
170,553805371,12579,3.0
180,553805371,11497,4.0
186,553805371,9527,4.0
187,553805371,8676,4.0
190,553805371,3943,3.0
195,553805371,3081,5.0
196,553805371,10345,3.0
198,553805371,6785,3.0
199,553805371,13298,2.0
205,553805371,3083,4.0
212,553805371,6577,3.0
219,553805371,8381,4.0
221,553805371,5807,2.0
223,553805371,4818,4.0
229,553805371,1649,2.0
230,553805371,5296,4.0
232,553805371,6938,4.0
234,553805371,9065,5.0
235,553805371,1838,5.0
238,553805371,1439,3.0
245,553805371,10685,4.0
251,553805371,3977,2.0
254,553805371,7711,1.0
256,553805371,10119,4.0
258,553805371,5570,4.0
262,553805371,6388,3.0
270,553805371,13864,4.0
271,553805371,7074,5.0
272,553805371,11317,4.0
273,553805371,5357,3.0
276,553805371,9334,3.0
277,553805371,12412,4.0
281,553805371,3776,3.0
282,553805371,12324,4.0
20,385520697,6225,5.0
21,385520697,11501,4.0
23,385520697,154,3.0
26,385520697,3594,4.0
28,385520697,1672,4.0
38,385520697,1425,4.0
39,385520697,3680,5.0
57,385520697,10395,4.0
60,385520697,12426,3.0
62,385520697,460,4.0
63,385520697,10714,3.0
65,385520697,8470,2.0
72,385520697,3389,3.0
73,385520697,11773,4.0
78,385520697,13505,4.0
79,385520697,9551,5.0
82,385520697,8459,5.0
87,385520697,7372,2.0
90,385520697,13025,5.0
97,385520697,2116,4.0
98,385520697,3169,5.0
104,385520697,525,3.0
110,385520697,9995,4.0
111,385520697,9625,3.0
114,385520697,3585,5.0
116,385520697,12978,5.0
118,385520697,8639,5.0
120,385520697,10707,4.0
121,385520697,1211,4.0
127,385520697,5666,4.0
129,385520697,227,4.0
133,385520697,699,4.0
137,385520697,10007,4.0
138,385520697,12433,4.0
139,385520697,7859,4.0
140,385520697,8715,3.0
142,385520697,13216,4.0
155,385520697,11883,4.0
159,385520697,2930,4.0
162,385520697,829,5.0
164,385520697,7809,5.0
170,385520697,13352,3.0
180,385520697,2346,5.0
186,385520697,4957,3.0
187,385520697,11780,3.0
190,385520697,7989,4.0
195,385520697,138,4.0
196,385520697,13269,3.0
198,385520697,11797,3.0
199,385520697,1314,4.0
205,385520697,9432,5.0
212,385520697,6866,4.0
219,385520697,706,3.0
221,385520697,11354,4.0
223,385520697,11254,3.0
229,385520697,8491,4.0
230,385520697,13690,4.0
232,385520697,10875,3.0
234,385520697,9014,5.0
235,385520697,4461,5.0
238,385520697,7449,5.0
245,385520697,11504,5.0
251,385520697,10384,4.0
254,385520697,13675,5.0
256,385520697,6013,4.0
258,385520697,6162,3.0
262,385520697,13833,5.0
270,385520697,3131,5.0
271,385520697,7273,5.0
272,385520697,294,3.0
273,385520697,9852,4.0
276,385520697,135,5.0
277,385520697,4827,3.0
281,385520697,5051,5.0
282,385520697,379,4.0
20,525512179,12135,5.0
21,525512179,5532,5.0
23,525512179,2438,5.0
26,525512179,9253,3.0
28,525512179,8197,4.0
38,525512179,10197,5.0
39,525512179,9180,2.0
57,525512179,2673,2.0
20,1473637465,2250,4.0
21,1473637465,7538,5.0
23,1473637465,1616,4.0
26,1473637465,8033,4.0
28,1473637465,8510,4.0
38,1473637465,11706,4.0
39,1473637465,9119,2.0
57,1473637465,12994,5.0
60,1473637465,5088,3.0
62,1473637465,7003,5.0
63,1473637465,5616,5.0
65,1473637465,11865,5.0
72,1473637465,1639,4.0
73,1473637465,428,5.0
78,1473637465,9494,5.0
79,1473637465,3263,3.0
82,1473637465,11246,5.0
87,1473637465,6264,5.0
20,385539304,11646,4.0
21,385539304,9828,5.0
23,385539304,7698,5.0
26,385539304,10663,4.0
28,385539304,8178,3.0
38,385539304,10335,5.0
39,385539304,12542,2.0
57,385539304,2369,4.0
60,385539304,7756,4.0
62,385539304,6612,3.0
63,385539304,3942,5.0
65,385539304,1200,5.0
72,385539304,4849,4.0
73,385539304,3124,5.0
78,385539304,5954,4.0
79,385539304,3831,4.0
82,385539304,11873,3.0
87,385539304,4847,2.0
90,385539304,12405,5.0
97,385539304,5652,4.0
98,385539304,2086,5.0
104,385539304,3601,5.0
110,385539304,1479,3.0
111,385539304,854,3.0
114,385539304,357,3.0
116,385539304,13741,5.0
118,385539304,13445,4.0
120,385539304,11559,3.0
121,385539304,1309,5.0
127,385539304,7806,5.0
129,385539304,4105,5.0
133,385539304,6280,5.0
137,385539304,1558,4.0
138,385539304,10489,5.0
139,385539304,13740,5.0
140,385539304,10534,5.0
142,385539304,5991,4.0
155,385539304,4531,2.0
159,385539304,822,5.0
162,385539304,2340,4.0
164,385539304,5594,3.0
170,385539304,3764,5.0
180,385539304,6625,5.0
186,385539304,8113,5.0
187,385539304,1487,4.0
190,385539304,4029,4.0
195,385539304,7783,5.0
196,385539304,2843,4.0
198,385539304,7658,4.0
199,385539304,13867,4.0
205,385539304,8483,5.0
212,385539304,2566,4.0
219,385539304,7486,5.0
221,385539304,3319,5.0
223,385539304,2959,5.0
229,385539304,2707,5.0
230,385539304,5137,5.0
232,385539304,7419,4.0
234,385539304,9756,4.0
235,385539304,13508,4.0
238,385539304,2363,4.0
245,385539304,9729,1.0
251,385539304,2435,5.0
254,385539304,8822,4.0
256,385539304,8761,5.0
258,385539304,4784,4.0
262,385539304,480,5.0
270,385539304,13737,5.0
271,385539304,10679,5.0
272,385539304,8877,5.0
273,385539304,4736,5.0
276,385539304,10303,5.0
277,385539304,5399,5.0
281,385539304,5147,5.0
282,385539304,5479,5.0
20,691024170,277,4.0
21,691024170,7656,5.0
23,691024170,7651,3.0
26,691024170,11352,4.0
28,691024170,13112,5.0
38,691024170,12575,5.0
39,691024170,4064,4.0
57,691024170,6720,5.0
60,691024170,4174,5.0
62,691024170,11228,5.0
63,691024170,8315,5.0
65,691024170,5419,5.0
72,691024170,13605,5.0
73,691024170,7011,4.0
78,691024170,10435,5.0
79,691024170,6964,4.0
82,691024170,13621,3.0
87,691024170,6929,3.0
90,691024170,4082,5.0
97,691024170,1469,3.0
98,691024170,5154,5.0
104,691024170,13372,4.0
110,691024170,12285,4.0
111,691024170,8506,4.0
114,691024170,19,3.0
116,691024170,4453,5.0
118,691024170,11121,5.0
120,691024170,2296,1.0
121,691024170,7720,3.0
127,691024170,12741,5.0
129,691024170,6302,5.0
133,691024170,232,5.0
137,691024170,5641,5.0
138,691024170,8672,4.0
139,691024170,6327,4.0
140,691024170,5655,4.0
142,691024170,10598,5.0
155,691024170,7653,5.0
159,691024170,2370,4.0
162,691024170,2336,5.0
164,691024170,12956,3.0
170,691024170,545,5.0
180,691024170,7208,5.0
186,691024170,9912,5.0
187,691024170,1946,4.0
190,691024170,4150,5.0
195,691024170,10768,4.0
196,691024170,8889,5.0
198,691024170,4438,4.0
199,691024170,11282,4.0
205,691024170,7952,5.0
212,691024170,5347,4.0
219,691024170,6266,4.0
221,691024170,3153,5.0
223,691024170,4871,5.0
229,691024170,3859,4.0
230,691024170,1216,4.0
232,691024170,1841,4.0
234,691024170,12554,5.0
235,691024170,1368,5.0
238,691024170,13403,5.0
245,691024170,1243,4.0
251,691024170,13702,5.0
254,691024170,7670,4.0
256,691024170,6716,4.0
258,691024170,3995,3.0
262,691024170,7891,5.0
270,691024170,5847,3.0
271,691024170,667,4.0
272,691024170,1917,4.0
273,691024170,3203,5.0
276,691024170,3115,4.0
277,691024170,3221,5.0
281,691024170,7420,5.0
282,691024170,3892,5.0
20,1400052173,10157,5.0
21,1400052173,5186,4.0
23,1400052173,161,5.0
26,1400052173,3813,3.0
28,1400052173,1928,5.0
38,1400052173,10047,5.0
39,1400052173,9172,4.0
57,1400052173,3186,5.0
60,1400052173,4643,5.0
62,1400052173,2540,3.0
63,1400052173,9202,5.0
65,1400052173,725,4.0
72,1400052173,352,4.0
73,1400052173,13282,4.0
78,1400052173,4629,5.0
79,1400052173,10821,5.0
82,1400052173,4251,4.0
87,1400052173,5001,5.0
90,1400052173,6119,5.0
97,1400052173,4142,5.0
98,1400052173,5763,5.0
104,1400052173,8909,5.0
110,1400052173,684,4.0
111,1400052173,6899,5.0
114,1400052173,2904,3.0
116,1400052173,13497,4.0
118,1400052173,13490,5.0
120,1400052173,1385,3.0
121,1400052173,7506,3.0
127,1400052173,13054,5.0
129,1400052173,12566,1.0
133,1400052173,5963,3.0
137,1400052173,12711,4.0
138,1400052173,2575,5.0
139,1400052173,7745,4.0
140,1400052173,9483,4.0
142,1400052173,4904,2.0
155,1400052173,8899,3.0
159,1400052173,4366,4.0
162,1400052173,9502,5.0
164,1400052173,5808,5.0
170,1400052173,13865,5.0
180,1400052173,10633,5.0
186,1400052173,2466,4.0
187,1400052173,1098,5.0
190,1400052173,6687,5.0
195,1400052173,4358,2.0
196,1400052173,9705,5.0
198,1400052173,4945,4.0
199,1400052173,5264,4.0
205,1400052173,4982,5.0
212,1400052173,8125,4.0
219,1400052173,12970,5.0
221,1400052173,3631,2.0
223,1400052173,7158,5.0
229,1400052173,3590,5.0
230,1400052173,4415,5.0
232,1400052173,8940,3.0
234,1400052173,13333,3.0
235,1400052173,8167,5.0
238,1400052173,2030,2.0
245,1400052173,6689,4.0
251,1400052173,4849,4.0
254,1400052173,562,5.0
256,1400052173,6241,4.0
258,1400052173,557,4.0
262,1400052173,8387,4.0
270,1400052173,10787,4.0
271,1400052173,2653,4.0
272,1400052173,11657,5.0
273,1400052173,4569,5.0
276,1400052173,8032,5.0
277,1400052173,6891,4.0
281,1400052173,10026,3.0
282,1400052173,6,4.0
20,316017922,9645,5.0
21,316017922,6498,1.0
23,316017922,2540,5.0
26,316017922,8940,2.0
28,316017922,9273,5.0
38,316017922,13741,5.0
39,316017922,13531,5.0
57,316017922,6403,5.0
60,316017922,8608,5.0
62,316017922,4136,1.0
63,316017922,1503,4.0
65,316017922,9708,4.0
72,316017922,6847,5.0
73,316017922,13679,4.0
78,316017922,2823,5.0
79,316017922,2438,5.0
82,316017922,6315,4.0
87,316017922,7107,5.0
90,316017922,12438,4.0
97,316017922,1008,5.0
98,316017922,975,5.0
104,316017922,5395,3.0
110,316017922,4969,5.0
111,316017922,615,4.0
114,316017922,12066,4.0
116,316017922,8585,4.0
118,316017922,13512,5.0
120,316017922,13563,5.0
121,316017922,11218,3.0
127,316017922,10775,5.0
129,316017922,1576,5.0
133,316017922,4759,1.0
137,316017922,1694,4.0
138,316017922,3259,4.0
139,316017922,3655,3.0
140,316017922,1306,5.0
142,316017922,9838,4.0
155,316017922,12178,4.0
159,316017922,11802,5.0
162,316017922,181,3.0
164,316017922,1161,4.0
170,316017922,85,5.0
20,1848310358,5024,5.0
21,1848310358,7645,5.0
23,1848310358,11420,4.0
26,1848310358,9316,4.0
28,1848310358,10404,4.0
38,1848310358,2065,3.0
39,1848310358,11151,4.0
57,1848310358,10155,5.0
20,159420411X,10126,2.0
21,159420411X,2808,4.0
23,159420411X,8608,4.0
26,159420411X,4910,5.0
28,159420411X,6585,5.0
38,159420411X,4660,3.0
39,159420411X,640,4.0
57,159420411X,8828,3.0
60,159420411X,2019,2.0
62,159420411X,4627,4.0
63,159420411X,7508,3.0
65,159420411X,13288,4.0
72,159420411X,186,4.0
73,159420411X,3479,3.0
78,159420411X,10479,4.0
79,159420411X,11845,4.0
82,159420411X,3972,5.0
87,159420411X,1060,4.0
90,159420411X,9666,3.0
97,159420411X,9215,4.0
98,159420411X,3931,5.0
104,159420411X,10315,4.0
110,159420411X,7187,4.0
111,159420411X,9022,4.0
114,159420411X,12000,5.0
116,159420411X,9989,4.0
118,159420411X,9730,5.0
120,159420411X,7816,4.0
121,159420411X,8547,3.0
127,159420411X,2687,4.0
129,159420411X,9496,5.0
133,159420411X,200,4.0
137,159420411X,12142,4.0
138,159420411X,468,3.0
139,159420411X,12602,4.0
140,159420411X,6905,5.0
142,159420411X,10632,4.0
155,159420411X,9677,3.0
159,159420411X,9859,5.0
162,159420411X,3642,4.0
164,159420411X,2428,4.0
170,159420411X,11350,5.0
180,159420411X,8142,2.0
186,159420411X,9991,4.0
187,159420411X,6940,4.0
190,159420411X,5828,3.0
195,159420411X,6110,5.0
196,159420411X,7129,4.0
198,159420411X,10354,5.0
199,159420411X,12552,3.0
205,159420411X,1981,4.0
212,159420411X,1735,4.0
219,159420411X,1704,4.0
221,159420411X,1323,4.0
223,159420411X,9922,5.0
229,159420411X,3672,5.0
230,159420411X,2022,5.0
232,159420411X,11539,3.0
234,159420411X,4179,3.0
235,159420411X,3462,5.0
238,159420411X,9087,4.0
245,159420411X,9592,4.0
251,159420411X,8399,4.0
254,159420411X,12299,5.0
256,159420411X,3625,4.0
258,159420411X,13348,5.0
262,159420411X,13519,5.0
270,159420411X,1050,5.0
271,159420411X,5631,4.0
272,159420411X,13269,4.0
273,159420411X,5119,5.0
276,159420411X,1511,4.0
277,159420411X,12300,5.0
281,159420411X,9971,3.0
282,159420411X,2343,4.0
20,62490427,5025,5.0
