,ISBN,UserID,Rating
73,385664230,3144,3.0
78,385664230,8373,5.0
79,385664230,11915,2.0
82,385664230,4593,3.0
87,385664230,12290,4.0
90,385664230,13099,5.0
97,385664230,8934,3.0
98,385664230,5879,4.0
104,385664230,8204,5.0
110,385664230,8754,2.0
111,385664230,7035,5.0
114,385664230,13434,3.0
116,385664230,11575,4.0
118,385664230,4530,4.0
120,385664230,1808,3.0
121,385664230,9914,3.0
127,385664230,12890,4.0
129,385664230,175,5.0
133,385664230,13084,3.0
137,385664230,4075,2.0
138,385664230,13000,4.0
139,385664230,12337,4.0
140,385664230,9722,4.0
142,385664230,460,3.0
155,385664230,8574,4.0
159,385664230,1288,5.0
162,385664230,10900,2.0
164,385664230,9856,4.0
170,385664230,6259,1.0
180,385664230,7526,5.0
186,385664230,6585,4.0
187,385664230,12972,3.0
190,385664230,870,4.0
195,385664230,5881,5.0
196,385664230,1173,4.0
198,385664230,8453,4.0
199,385664230,7385,3.0
205,385664230,137,4.0
212,385664230,808,3.0
219,385664230,1502,3.0
221,385664230,2594,3.0
223,385664230,4966,3.0
229,385664230,11549,4.0
230,385664230,357,4.0
232,385664230,411,4.0
234,385664230,12886,4.0
235,385664230,1565,4.0
238,385664230,7410,4.0
245,385664230,2214,3.0
251,385664230,6810,4.0
254,385664230,7595,4.0
256,385664230,12830,3.0
258,385664230,1666,5.0
262,385664230,3230,3.0
270,385664230,13532,3.0
271,385664230,1327,4.0
272,385664230,1293,4.0
273,385664230,3943,3.0
276,385664230,7352,3.0
277,385664230,6149,2.0
281,385664230,371,5.0
282,385664230,9063,4.0
20,62368591,6299,5.0
21,62368591,4636,5.0
23,62368591,9828,4.0
26,62368591,6096,5.0
28,62368591,7745,5.0
38,62368591,3747,4.0
39,62368591,11249,5.0
57,62368591,3707,5.0
20,785819118,4264,2.0
21,785819118,1878,3.0
23,785819118,2905,5.0
26,785819118,3998,1.0
28,785819118,10158,5.0
38,785819118,784,5.0
39,785819118,2580,4.0
57,785819118,1637,5.0
60,785819118,4231,5.0
62,785819118,3392,5.0
63,785819118,9197,3.0
65,785819118,7415,3.0
72,785819118,6,3.0
73,785819118,13049,3.0
78,785819118,2438,5.0
79,785819118,4636,4.0
82,785819118,10405,5.0
87,785819118,8547,2.0
90,785819118,4984,2.0
97,785819118,4493,2.0
98,785819118,9401,5.0
104,785819118,5755,4.0
110,785819118,2615,5.0
111,785819118,4986,5.0
114,785819118,2746,5.0
116,785819118,7732,3.0
118,785819118,9961,2.0
120,785819118,3954,5.0
121,785819118,12293,5.0
127,785819118,7695,5.0
129,785819118,11328,5.0
133,785819118,4514,5.0
137,785819118,4991,5.0
138,785819118,11487,4.0
139,785819118,12742,5.0
140,785819118,2136,3.0
142,785819118,11339,5.0
155,785819118,11160,4.0
159,785819118,8667,3.0
162,785819118,13374,5.0
164,785819118,7303,5.0
170,785819118,11008,4.0
20,684853949,6171,5.0
21,684853949,10756,5.0
23,684853949,196,1.0
26,684853949,1589,2.0
28,684853949,7810,3.0
38,684853949,3849,1.0
39,684853949,5351,4.0
57,684853949,6317,3.0
20,345409469,11074,4.0
21,345409469,11892,5.0
23,345409469,610,5.0
26,345409469,11249,5.0
28,345409469,276,5.0
38,345409469,5090,4.0
39,345409469,1394,5.0
57,345409469,1823,3.0
60,345409469,6466,3.0
62,345409469,4082,5.0
63,345409469,6065,5.0
65,345409469,11225,5.0
72,345409469,12918,5.0
73,345409469,12719,5.0
78,345409469,3193,5.0
79,345409469,6869,1.0
82,345409469,914,5.0
87,345409469,4452,5.0
20,375423729,5555,2.0
21,375423729,9980,4.0
23,375423729,564,3.0
26,375423729,4636,4.0
28,375423729,8459,4.0
38,375423729,9222,5.0
39,375423729,1598,4.0
57,375423729,6479,3.0
60,375423729,2997,3.0
62,375423729,4469,5.0
63,375423729,1957,4.0
65,375423729,6803,3.0
72,375423729,1740,4.0
73,375423729,11605,4.0
78,375423729,3455,4.0
79,375423729,10692,3.0
82,375423729,8569,2.0
87,375423729,6560,5.0
90,375423729,8003,5.0
97,375423729,297,3.0
98,375423729,13707,5.0
104,375423729,7648,3.0
110,375423729,11027,5.0
111,375423729,6862,5.0
114,375423729,8327,4.0
116,375423729,5950,4.0
118,375423729,12620,5.0
120,375423729,11909,4.0
121,375423729,8346,5.0
127,375423729,10345,3.0
129,375423729,3034,5.0
133,375423729,11534,5.0
137,375423729,2396,3.0
138,375423729,8443,5.0
139,375423729,387,5.0
140,375423729,4485,4.0
142,375423729,1145,3.0
155,375423729,1904,5.0
159,375423729,2084,5.0
162,375423729,9727,3.0
164,375423729,13019,3.0
170,375423729,12613,4.0
180,375423729,5872,4.0
186,375423729,13449,5.0
187,375423729,7282,4.0
190,375423729,10439,3.0
195,375423729,13115,3.0
196,375423729,2719,4.0
198,375423729,4728,4.0
199,375423729,7287,4.0
205,375423729,7247,3.0
212,375423729,10402,4.0
219,375423729,5359,4.0
221,375423729,5821,4.0
223,375423729,4057,4.0
229,375423729,3445,4.0
230,375423729,2465,4.0
232,375423729,7491,4.0
234,375423729,10762,3.0
235,375423729,10291,4.0
238,375423729,9538,5.0
245,375423729,3815,2.0
251,375423729,9934,4.0
254,375423729,6833,4.0
256,375423729,5306,5.0
258,375423729,6780,4.0
262,375423729,5065,4.0
270,375423729,9443,2.0
271,375423729,12167,5.0
272,375423729,2079,5.0
273,375423729,11144,3.0
276,375423729,3078,4.0
277,375423729,11682,4.0
281,375423729,4356,4.0
282,375423729,8309,5.0
20,048627263X,4803,4.0
21,048627263X,9835,3.0
23,048627263X,6299,4.0
26,048627263X,3949,2.0
28,048627263X,12619,2.0
38,048627263X,4507,5.0
39,048627263X,12149,3.0
57,048627263X,6461,4.0
60,048627263X,9520,5.0
62,048627263X,13222,3.0
63,048627263X,3593,4.0
65,048627263X,2885,4.0
72,048627263X,1753,3.0
73,048627263X,11796,2.0
78,048627263X,7412,4.0
79,048627263X,6713,5.0
82,048627263X,10844,2.0
87,048627263X,1344,4.0
20,143122010,4546,1.0
21,143122010,3366,1.0
23,143122010,10256,3.0
26,143122010,1578,5.0
28,143122010,8579,1.0
38,143122010,5943,1.0
39,143122010,13709,3.0
57,143122010,8197,4.0
60,143122010,10883,5.0
62,143122010,2107,5.0
63,143122010,10225,5.0
65,143122010,8291,5.0
72,143122010,1678,3.0
73,143122010,4047,4.0
78,143122010,5807,1.0
79,143122010,13812,3.0
82,143122010,566,5.0
87,143122010,9532,5.0
90,143122010,3070,4.0
97,143122010,2117,3.0
98,143122010,2109,1.0
104,143122010,8904,1.0
110,143122010,4611,1.0
111,143122010,10404,5.0
114,143122010,8965,1.0
116,143122010,10891,1.0
118,143122010,13827,1.0
120,143122010,7340,1.0
121,143122010,12645,1.0
127,143122010,852,5.0
129,143122010,9668,5.0
133,143122010,13797,3.0
137,143122010,12272,5.0
138,143122010,11216,5.0
139,143122010,4606,4.0
140,143122010,13180,5.0
142,143122010,6435,5.0
155,143122010,103,5.0
159,143122010,8769,5.0
162,143122010,4143,5.0
164,143122010,8953,5.0
170,143122010,583,4.0
180,143122010,3535,5.0
186,143122010,7435,5.0
187,143122010,6547,5.0
190,143122010,7908,5.0
195,143122010,12708,3.0
196,143122010,11633,3.0
198,143122010,4758,4.0
199,143122010,5337,4.0
205,143122010,9866,5.0
212,143122010,4350,4.0
219,143122010,8120,5.0
221,143122010,2335,5.0
223,143122010,2269,3.0
229,143122010,1082,5.0
230,143122010,6333,5.0
232,143122010,11219,5.0
234,143122010,7623,4.0
235,143122010,233,5.0
238,143122010,11345,5.0
245,143122010,2121,5.0
251,143122010,8272,5.0
254,143122010,1431,5.0
256,143122010,9859,5.0
258,143122010,7535,4.0
262,143122010,11401,5.0
270,143122010,2574,5.0
271,143122010,4809,2.0
272,143122010,9512,4.0
273,143122010,2694,5.0
276,143122010,4816,4.0
277,143122010,5091,5.0
281,143122010,7421,2.0
282,143122010,9770,5.0
20,307352145,12444,5.0
21,307352145,9616,3.0
23,307352145,5367,4.0
26,307352145,1106,4.0
28,307352145,3686,4.0
38,307352145,4643,3.0
39,307352145,7151,5.0
57,307352145,11146,5.0
60,307352145,5025,5.0
62,307352145,3639,4.0
63,307352145,12827,4.0
65,307352145,9828,4.0
72,307352145,10856,1.0
73,307352145,7106,2.0
78,307352145,1767,4.0
79,307352145,5402,5.0
82,307352145,3997,5.0
87,307352145,3921,2.0
90,307352145,3134,2.0
97,307352145,7649,5.0
98,307352145,8629,4.0
104,307352145,9576,5.0
110,307352145,7603,5.0
111,307352145,9172,5.0
114,307352145,483,3.0
116,307352145,5882,2.0
118,307352145,4317,4.0
120,307352145,11808,5.0
121,307352145,8537,2.0
127,307352145,5001,5.0
129,307352145,3909,4.0
133,307352145,8147,3.0
137,307352145,6840,2.0
138,307352145,7869,4.0
139,307352145,5562,4.0
140,307352145,5895,4.0
142,307352145,5457,4.0
155,307352145,7040,3.0
159,307352145,7851,4.0
162,307352145,9204,4.0
164,307352145,6564,5.0
170,307352145,1138,4.0
180,307352145,2349,4.0
186,307352145,8796,4.0
187,307352145,13405,5.0
190,307352145,5219,5.0
195,307352145,13847,5.0
196,307352145,12385,4.0
198,307352145,2856,5.0
199,307352145,8049,3.0
205,307352145,6903,5.0
212,307352145,5076,4.0
219,307352145,3022,3.0
221,307352145,824,3.0
223,307352145,4792,5.0
229,307352145,4066,4.0
230,307352145,11243,3.0
232,307352145,5520,5.0
234,307352145,12740,4.0
235,307352145,2553,4.0
238,307352145,1108,4.0
245,307352145,1263,2.0
251,307352145,11721,3.0
254,307352145,10734,3.0
256,307352145,8354,3.0
258,307352145,10373,3.0
262,307352145,13505,3.0
270,307352145,11717,4.0
271,307352145,2579,4.0
272,307352145,1131,5.0
273,307352145,9348,1.0
276,307352145,13467,5.0
277,307352145,7992,5.0
281,307352145,6881,4.0
282,307352145,2272,4.0
20,553380168,9142,5.0
21,553380168,6058,5.0
23,553380168,12127,4.0
26,553380168,6299,3.0
28,553380168,177,5.0
38,553380168,2274,4.0
39,553380168,13750,4.0
57,553380168,9228,4.0
60,553380168,6243,2.0
62,553380168,7386,4.0
63,553380168,2648,3.0
65,553380168,7425,5.0
72,553380168,7423,5.0
73,553380168,8976,4.0
78,553380168,3134,4.0
79,553380168,6899,4.0
82,553380168,8084,1.0
87,553380168,6211,1.0
90,553380168,12804,4.0
97,553380168,7041,3.0
98,553380168,1563,5.0
104,553380168,6917,3.0
110,553380168,6968,4.0
111,553380168,13053,5.0
114,553380168,11697,4.0
116,553380168,4090,5.0
118,553380168,5084,3.0
120,553380168,1829,4.0
121,553380168,6435,2.0
127,553380168,3066,5.0
129,553380168,10102,4.0
133,553380168,12691,4.0
137,553380168,8073,3.0
138,553380168,10798,4.0
139,553380168,9972,4.0
140,553380168,13194,5.0
142,553380168,12518,5.0
155,553380168,10744,3.0
159,553380168,10765,5.0
162,553380168,8091,4.0
164,553380168,6873,4.0
170,553380168,6619,5.0
180,553380168,10553,5.0
186,553380168,5700,5.0
187,553380168,7906,3.0
