,UserID,ISBN,Rating
3414,2315,059306173X,4.0
3450,10228,145162445X,4.0
3451,10228,145162445X,4.0
3452,10228,145162445X,4.0
3453,10228,145162445X,4.0
3454,10228,145162445X,4.0
3455,10228,145162445X,4.0
3456,10228,145162445X,4.0
3457,10228,145162445X,4.0
3529,3165,159420411X,1.0
3530,3165,159420411X,1.0
3531,3165,159420411X,1.0
3532,3165,159420411X,1.0
3533,3165,159420411X,1.0
3534,3165,159420411X,1.0
3535,3165,159420411X,1.0
3572,197,902543522X,5.0
3573,197,902543522X,5.0
3574,197,902543522X,5.0
3575,197,902543522X,5.0
3576,197,902543522X,5.0
3577,197,902543522X,5.0
3578,197,902543522X,5.0
3579,197,902543522X,5.0
3680,8004,159420411X,5.0
3681,8004,159420411X,5.0
3682,8004,159420411X,5.0
3683,8004,159420411X,5.0
3684,8004,159420411X,5.0
3685,8004,159420411X,5.0
3686,8004,159420411X,5.0
3687,8004,159420411X,5.0
3757,2667,1594489254,3.0
3758,2667,1594489254,3.0
3759,2667,1594489254,3.0
3760,2667,1594489254,3.0
3761,2667,1594489254,3.0
3762,2667,1594489254,3.0
3832,6648,014311526X,2.0
3902,5323,048627263X,5.0
3903,5323,048627263X,5.0
3904,5323,048627263X,5.0
3905,5323,048627263X,5.0
3906,5323,048627263X,5.0
3907,5323,048627263X,5.0
3968,10205,1771641495,5.0
3969,10205,1771641495,5.0
3970,10205,1771641495,5.0
3971,10205,1771641495,5.0
3972,10205,1771641495,5.0
3973,10205,1771641495,5.0
4051,9748,1400033721,5.0
4052,9748,1400033721,5.0
4053,9748,1400033721,5.0
4054,9748,1400033721,5.0
4055,9748,1400033721,5.0
4056,9748,1400033721,5.0
4057,9748,1400033721,5.0
4127,11172,1416588256,5.0
4128,11172,1416588256,5.0
4129,11172,1416588256,5.0
4130,11172,1416588256,5.0
4131,11172,1416588256,5.0
4132,11172,1416588256,5.0
4133,11172,1416588256,5.0
4134,11172,1416588256,5.0
4189,6221,038553082X,4.0
4190,6221,038553082X,4.0
4191,6221,038553082X,4.0
4192,6221,038553082X,4.0
4193,6221,038553082X,4.0
4194,6221,038553082X,4.0
4195,6221,038553082X,4.0
4196,6221,038553082X,4.0
4255,6235,1594202435,4.0
4256,6235,1594202435,4.0
4257,6235,1594202435,4.0
4258,6235,1594202435,4.0
4259,6235,1594202435,4.0
4260,6235,1594202435,4.0
4354,6119,073521610X,4.0
4402,5796,1400052173,5.0
4403,5796,1400052173,5.0
4404,5796,1400052173,5.0
4405,5796,1400052173,5.0
4406,5796,1400052173,5.0
4457,350,1851687793,4.0
4458,350,1851687793,4.0
4459,350,1851687793,4.0
4460,350,1851687793,4.0
4461,350,1851687793,4.0
4462,350,1851687793,4.0
4463,350,1851687793,4.0
4464,350,1851687793,4.0
4550,6328,1846144329,2.0
4551,6328,1846144329,2.0
4552,6328,1846144329,2.0
4553,6328,1846144329,2.0
4554,6328,1846144329,2.0
4555,6328,1846144329,2.0
4556,6328,1846144329,2.0
4557,6328,1846144329,2.0
4558,6328,1846144329,2.0
4707,1624,1771641495,5.0
4708,1624,1771641495,5.0
4709,1624,1771641495,5.0
4710,1624,1771641495,5.0
4711,1624,1771641495,5.0
4712,1624,1771641495,5.0
4758,4841,158333467X,5.0
4759,4841,158333467X,5.0
4760,4841,158333467X,5.0
4761,4841,158333467X,5.0
4762,4841,158333467X,5.0
4763,4841,158333467X,5.0
4764,4841,158333467X,5.0
4765,4841,158333467X,5.0
4849,6562,039335038X,4.0
4850,6562,039335038X,4.0
4851,6562,039335038X,4.0
4852,6562,039335038X,4.0
4853,6562,039335038X,4.0
4854,6562,039335038X,4.0
4855,6562,039335038X,4.0
4875,6562,1476777616,5.0
4876,6562,1476777616,5.0
4877,6562,1476777616,5.0
4878,6562,1476777616,5.0
4879,6562,1476777616,5.0
4880,6562,1476777616,5.0
4881,6562,1476777616,5.0
4884,6562,1848310358,4.0
4885,6562,076790818X,5.0
4951,4064,1439192812,5.0
4952,4064,1439192812,5.0
4953,4064,1439192812,5.0
4954,4064,1439192812,5.0
4955,4064,1439192812,5.0
4956,4064,1439192812,5.0
4957,4064,1439192812,5.0
5083,239,1473637465,2.0
5084,239,1473637465,2.0
5085,239,1473637465,2.0
5086,239,1473637465,2.0
5087,239,1473637465,2.0
5088,239,1473637465,2.0
5089,239,1473637465,2.0
5160,7236,1585422207,3.0
5161,7236,1585422207,3.0
5162,7236,1585422207,3.0
5163,7236,1585422207,3.0
5164,7236,1585422207,3.0
5165,7236,1585422207,3.0
5166,7236,1585422207,3.0
5167,7236,1585422207,3.0
5168,7236,1585422207,3.0
5249,6503,1848310358,1.0
5250,6503,1848310358,1.0
5251,6503,1848310358,1.0
5252,6503,1848310358,1.0
5253,6503,1848310358,1.0
5254,6503,1848310358,1.0
5365,8784,1101870532,5.0
5366,8784,1101870532,5.0
5367,8784,1101870532,5.0
5368,8784,1101870532,5.0
5369,8784,1101870532,5.0
5370,8784,1101870532,5.0
5454,8302,1585422207,4.0
5455,8302,1585422207,4.0
5456,8302,1585422207,4.0
5457,8302,1585422207,4.0
5458,8302,1585422207,4.0
5459,8302,1585422207,4.0
5460,8302,1585422207,4.0
5461,8302,1585422207,4.0
5530,10924,1585422207,5.0
5531,10924,1585422207,5.0
5532,10924,1585422207,5.0
5533,10924,1585422207,5.0
5534,10924,1585422207,5.0
5535,10924,1585422207,5.0
5536,10924,1585422207,5.0
5574,5946,1851687793,4.0
5614,5946,1476777616,3.0
5615,5946,1476777616,3.0
5616,5946,1476777616,3.0
5617,5946,1476777616,3.0
5618,5946,1476777616,3.0
5619,5946,1476777616,3.0
5662,1084,1594202435,4.0
5663,1084,1594202435,4.0
5664,1084,1594202435,4.0
5665,1084,1594202435,4.0
5666,1084,1594202435,4.0
5667,1084,1594202435,4.0
5668,1084,1594202435,4.0
5736,2941,1596914521,4.0
5737,2941,1596914521,4.0
5738,2941,1596914521,4.0
5739,2941,1596914521,4.0
5740,2941,1596914521,4.0
5741,2941,1596914521,4.0
5842,10236,1861978766,2.0
5843,10236,1861978766,2.0
5844,10236,1861978766,2.0
5845,10236,1861978766,2.0
5846,10236,1861978766,2.0
5847,10236,1861978766,2.0
5903,1899,039330700X,5.0
5943,1755,159420229X,5.0
5964,1755,038553082X,4.0
5977,1755,1400033721,4.0
5984,1755,076790818X,3.0
6048,767,073521610X,4.0
6049,767,073521610X,4.0
6050,767,073521610X,4.0
6051,767,073521610X,4.0
6052,767,073521610X,4.0
6053,767,073521610X,4.0
6054,767,073521610X,4.0
6055,767,073521610X,4.0
6062,767,046509760X,4.0
6063,767,046509760X,4.0
6064,767,046509760X,4.0
6065,767,046509760X,4.0
6066,767,046509760X,4.0
6067,767,046509760X,4.0
6068,767,046509760X,4.0
6069,767,046509760X,4.0
6139,1300,074320011X,4.0
6140,1300,074320011X,4.0
6141,1300,074320011X,4.0
6142,1300,074320011X,4.0
6143,1300,074320011X,4.0
6144,1300,074320011X,4.0
6145,1300,074320011X,4.0
6146,1300,074320011X,4.0
6197,9511,1473637465,1.0
6198,9511,1473637465,1.0
6199,9511,1473637465,1.0
6200,9511,1473637465,1.0
6201,9511,1473637465,1.0
6284,8757,1848310358,3.0
6285,8757,1848310358,3.0
6286,8757,1848310358,3.0
6287,8757,1848310358,3.0
6288,8757,1848310358,3.0
6289,8757,1848310358,3.0
6290,8757,1848310358,3.0
6291,8757,1848310358,3.0
6362,6671,1861978766,4.0
6363,6671,1861978766,4.0
6364,6671,1861978766,4.0
6365,6671,1861978766,4.0
6366,6671,1861978766,4.0
6367,6671,1861978766,4.0
6408,8973,1846144329,4.0
6409,8973,1846144329,4.0
6410,8973,1846144329,4.0
6411,8973,1846144329,4.0
6412,8973,1846144329,4.0
6413,8973,1846144329,4.0
6499,5361,1594489254,3.0
6500,5361,1594489254,3.0
6501,5361,1594489254,3.0
6502,5361,1594489254,3.0
6503,5361,1594489254,3.0
6586,7140,1594205221,5.0
6656,1989,068482471X,5.0
6657,1989,068482471X,5.0
6658,1989,068482471X,5.0
6659,1989,068482471X,5.0
6660,1989,068482471X,5.0
6661,1989,068482471X,5.0
6662,1989,068482471X,5.0
6663,1989,068482471X,5.0
6664,1989,068482471X,5.0
6734,3898,1594488843,5.0
6735,3898,1594488843,5.0
6736,3898,1594488843,5.0
6737,3898,1594488843,5.0
6738,3898,1594488843,5.0
6767,10386,067976867X,4.0
6808,10386,1594205078,5.0
6809,10386,1594205078,5.0
6810,10386,1594205078,5.0
6811,10386,1594205078,5.0
6812,10386,1594205078,5.0
6813,10386,1594205078,5.0
6814,10386,1594205078,5.0
6815,10386,1594205078,5.0
6816,10386,1594205078,5.0
6881,10922,074320011X,5.0
6882,10922,074320011X,5.0
6883,10922,074320011X,5.0
6884,10922,074320011X,5.0
6885,10922,074320011X,5.0
6886,10922,074320011X,5.0
6887,10922,074320011X,5.0
6888,10922,074320011X,5.0
6889,10922,074320011X,5.0
6963,7890,1419729071,5.0
6988,6768,125006953X,5.0
7023,6768,1848310358,5.0
7024,6768,1848310358,5.0
7025,6768,1848310358,5.0
7026,6768,1848310358,5.0
7027,6768,1848310358,5.0
7028,6768,1848310358,5.0
7029,6768,1848310358,5.0
7061,3164,061861916X,2.0
7062,3164,061861916X,2.0
7063,3164,061861916X,2.0
7064,3164,061861916X,2.0
7065,3164,061861916X,2.0
7066,3164,061861916X,2.0
7067,3164,061861916X,2.0
7068,3164,061861916X,2.0
7069,3164,061861916X,2.0
7147,6320,067973337X,4.0
7148,6320,067973337X,4.0
7149,6320,067973337X,4.0
7150,6320,067973337X,4.0
7151,6320,067973337X,4.0
7152,6320,067973337X,4.0
7153,6320,067973337X,4.0
7154,6320,067973337X,4.0
7238,11638,145162445X,5.0
7239,11638,145162445X,5.0
7240,11638,145162445X,5.0
7241,11638,145162445X,5.0
7242,11638,145162445X,5.0
7243,11638,145162445X,5.0
7280,11638,1400069289,4.0
7303,11289,1984819194,4.0
7304,11289,1984819194,4.0
7305,11289,1984819194,4.0
7306,11289,1984819194,4.0
7307,11289,1984819194,4.0
7308,11289,1984819194,4.0
7309,11289,1984819194,4.0
7310,11289,1984819194,4.0
7311,11289,1984819194,4.0
7316,11289,1565126831,3.0
7341,11289,1594205078,4.0
7342,11289,1594205078,4.0
7343,11289,1594205078,4.0
7344,11289,1594205078,4.0
7345,11289,1594205078,4.0
7346,11289,1594205078,4.0
7347,11289,1594205078,4.0
7348,11289,1419729071,4.0
7409,96,076790818X,5.0
7471,5840,1400033721,5.0
7472,5840,1400033721,5.0
7473,5840,1400033721,5.0
7474,5840,1400033721,5.0
7475,5840,1400033721,5.0
7476,5840,1400033721,5.0
7477,5840,1400033721,5.0
7478,5840,1400033721,5.0
7561,11114,1594205078,4.0
7562,11114,1594205078,4.0
7563,11114,1594205078,4.0
7564,11114,1594205078,4.0
7565,11114,1594205078,4.0
7566,11114,1594205078,4.0
7567,11114,1594205078,4.0
7568,11114,1594205078,4.0
7599,1419,1596914521,5.0
7605,1419,1910701882,2.0
7609,1419,1476733503,4.0
7630,1419,076790818X,3.0
7649,1419,059306173X,3.0
7650,1419,059306173X,3.0
7651,1419,059306173X,3.0
7652,1419,059306173X,3.0
7653,1419,059306173X,3.0
7654,1419,059306173X,3.0
7655,1419,059306173X,3.0
7714,7208,1400077427,5.0
7715,7208,1400077427,5.0
7716,7208,1400077427,5.0
7717,7208,1400077427,5.0
7718,7208,1400077427,5.0
7719,7208,1400077427,5.0
7720,7208,1400077427,5.0
7736,5265,1851687793,5.0
7737,5265,1851687793,5.0
7738,5265,1851687793,5.0
7739,5265,1851687793,5.0
7740,5265,1851687793,5.0
7863,10059,1439170916,4.0
7864,10059,1439170916,4.0
7865,10059,1439170916,4.0
7866,10059,1439170916,4.0
7867,10059,1439170916,4.0
7868,10059,1439170916,4.0
7869,10059,1439170916,4.0
7900,7998,1101870532,4.0
7982,7409,1473637465,4.0
7983,7409,1473637465,4.0
7984,7409,1473637465,4.0
7985,7409,1473637465,4.0
7986,7409,1473637465,4.0
7987,7409,1473637465,4.0
7988,7409,1473637465,4.0
8050,12139,1400063515,5.0
8051,12139,1400063515,5.0
8052,12139,1400063515,5.0
8053,12139,1400063515,5.0
8054,12139,1400063515,5.0
8055,12139,1400063515,5.0
8095,12139,1400067820,4.0
8102,8815,1851687793,4.0
8103,8815,1851687793,4.0
8104,8815,1851687793,4.0
8105,8815,1851687793,4.0
8106,8815,1851687793,4.0
8107,8815,1851687793,4.0
8108,8815,1851687793,4.0
8109,8815,1851687793,4.0
8110,8815,1851687793,4.0
8178,11778,1101984597,4.0
8179,11778,1101984597,4.0
8180,11778,1101984597,4.0
8181,11778,1101984597,4.0
8228,11778,046509760X,4.0
8229,11778,046509760X,4.0
8230,11778,046509760X,4.0
8231,11778,046509760X,4.0
8232,11778,046509760X,4.0
8233,11778,046509760X,4.0
8234,11778,046509760X,4.0
8235,11778,046509760X,4.0
8260,10096,014027541X,3.0
8261,10096,014027541X,3.0
8262,10096,014027541X,3.0
8263,10096,014027541X,3.0
8264,10096,014027541X,3.0
8265,10096,014027541X,3.0
8266,10096,014027541X,3.0
8267,10096,014027541X,3.0
8268,10096,014027541X,3.0
8342,8902,038535066X,5.0
8343,8902,038535066X,5.0
8344,8902,038535066X,5.0
8345,8902,038535066X,5.0
8346,8902,038535066X,5.0
8347,8902,038535066X,5.0
8348,8902,038535066X,5.0
8465,8719,006145205X,5.0
8466,8719,006145205X,5.0
8467,8719,006145205X,5.0
8468,8719,006145205X,5.0
8469,8719,006145205X,5.0
8470,8719,006145205X,5.0
8471,8719,006145205X,5.0
8492,12045,038535066X,4.0
8493,12045,038535066X,4.0
8494,12045,038535066X,4.0
8495,12045,038535066X,4.0
8496,12045,038535066X,4.0
8561,7716,159420229X,3.0
8562,7716,159420229X,3.0
8563,7716,159420229X,3.0
8564,7716,159420229X,3.0
8565,7716,159420229X,3.0
8566,7716,159420229X,3.0
8567,7716,159420229X,3.0
8580,7716,1101870532,4.0
8593,7716,1473637465,4.0
8614,7716,1594488843,4.0
8615,7716,1594488843,4.0
8616,7716,1594488843,4.0
8617,7716,1594488843,4.0
8618,7716,1594488843,4.0
8619,7716,1594488843,4.0
8620,7716,1594488843,4.0
8621,7716,1594488843,4.0
8668,2361,1771641495,4.0
8669,2361,1771641495,4.0
8670,2361,1771641495,4.0
8671,2361,1771641495,4.0
8672,2361,1771641495,4.0
8673,2361,1771641495,4.0
8674,2361,1771641495,4.0
8772,8435,1451697716,5.0
8773,8435,1451697716,5.0
8774,8435,1451697716,5.0
8775,8435,1451697716,5.0
8776,8435,1451697716,5.0
8777,8435,1451697716,5.0
8847,8273,1570625190,4.0
8848,8273,1570625190,4.0
8849,8273,1570625190,4.0
8850,8273,1570625190,4.0
8851,8273,1570625190,4.0
8852,8273,1570625190,4.0
8871,2975,125006953X,4.0
8872,2975,125006953X,4.0
8873,2975,125006953X,4.0
8874,2975,125006953X,4.0
8875,2975,125006953X,4.0
8876,2975,125006953X,4.0
8877,2975,125006953X,4.0
8878,2975,125006953X,4.0
8929,2975,033050889X,3.0
8930,2975,033050889X,3.0
8931,2975,033050889X,3.0
8932,2975,033050889X,3.0
8933,2975,033050889X,3.0
8934,2975,033050889X,3.0
8935,2975,033050889X,3.0
8962,11041,1846144329,3.0
8963,11041,1846144329,3.0
8964,11041,1846144329,3.0
8965,11041,1846144329,3.0
8966,11041,1846144329,3.0
8967,11041,1846144329,3.0
9071,8411,1419729071,5.0
9079,8411,1594485755,3.0
9080,8411,1594485755,3.0
9081,8411,1594485755,3.0
9082,8411,1594485755,3.0
9083,8411,1594485755,3.0
9084,8411,1594485755,3.0
9085,8411,1594485755,3.0
9086,8411,1594485755,3.0
9108,11882,1596914521,4.0
9162,11882,1400069289,5.0
9218,10946,1439170916,5.0
9219,10946,1439170916,5.0
9220,10946,1439170916,5.0
9221,10946,1439170916,5.0
9222,10946,1439170916,5.0
9245,9880,125006953X,5.0
9246,9880,125006953X,5.0
9247,9880,125006953X,5.0
9248,9880,125006953X,5.0
9249,9880,125006953X,5.0
9250,9880,125006953X,5.0
9251,9880,125006953X,5.0
9252,9880,125006953X,5.0
9344,329,1585422207,4.0
