,UserID,ISBN,Rating
21380,10643,073521610X,5.0
21381,10643,073521610X,5.0
21382,10643,073521610X,5.0
21436,3848,038553082X,3.0
21454,3848,1841157465,4.0
21455,3848,1841157465,4.0
21456,3848,1841157465,4.0
21457,3848,1841157465,4.0
21458,3848,1841157465,4.0
21459,3848,1841157465,4.0
21460,3848,1841157465,4.0
21538,10506,1594205078,2.0
21539,10506,1594205078,2.0
21540,10506,1594205078,2.0
21541,10506,1594205078,2.0
21542,10506,1594205078,2.0
21566,7965,061861916X,5.0
21567,7965,061861916X,5.0
21568,7965,061861916X,5.0
21569,7965,061861916X,5.0
21570,7965,061861916X,5.0
21571,7965,061861916X,5.0
21572,7965,061861916X,5.0
21658,3867,1476733503,5.0
21659,3867,1476733503,5.0
21660,3867,1476733503,5.0
21661,3867,1476733503,5.0
21662,3867,1476733503,5.0
21663,3867,1476733503,5.0
21664,3867,1476733503,5.0
21665,3867,1476733503,5.0
21734,1031,1476733503,5.0
21735,1031,1476733503,5.0
21736,1031,1476733503,5.0
21737,1031,1476733503,5.0
21738,1031,1476733503,5.0
21845,6018,1439171211,5.0
21846,6018,1439171211,5.0
21847,6018,1439171211,5.0
21848,6018,1439171211,5.0
21849,6018,1439171211,5.0
21850,6018,1439171211,5.0
21851,6018,1439171211,5.0
21862,6118,159420229X,4.0
21863,6118,159420229X,4.0
21864,6118,159420229X,4.0
21865,6118,159420229X,4.0
21866,6118,159420229X,4.0
21867,6118,159420229X,4.0
21868,6118,159420229X,4.0
21869,6118,159420229X,4.0
21880,6118,1594202435,4.0
21881,6118,1594202435,4.0
21882,6118,1594202435,4.0
21883,6118,1594202435,4.0
21884,6118,1594202435,4.0
21885,6118,1594202435,4.0
21886,6118,1594202435,4.0
21964,11419,1476733503,3.0
21965,11419,1476733503,3.0
21966,11419,1476733503,3.0
21967,11419,1476733503,3.0
21968,11419,1476733503,3.0
21969,11419,1476733503,3.0
21970,11419,1476733503,3.0
22071,1902,006145205X,4.0
22072,1902,006145205X,4.0
22073,1902,006145205X,4.0
22074,1902,006145205X,4.0
22075,1902,006145205X,4.0
22076,1902,006145205X,4.0
22099,10202,057123545X,5.0
22100,10202,057123545X,5.0
22101,10202,057123545X,5.0
22102,10202,057123545X,5.0
22103,10202,057123545X,5.0
22104,10202,057123545X,5.0
22223,9371,033050889X,4.0
22224,9371,033050889X,4.0
22225,9371,033050889X,4.0
22226,9371,033050889X,4.0
22227,9371,033050889X,4.0
22228,9371,033050889X,4.0
22229,9371,033050889X,4.0
22292,3540,1400077427,4.0
22306,3540,1400069289,3.0
22307,3540,1400069289,3.0
22308,3540,1400069289,3.0
22309,3540,1400069289,3.0
22310,3540,1400069289,3.0
22311,3540,1400069289,3.0
22312,3540,1400069289,3.0
22313,3540,1400069289,3.0
22328,7304,1596914521,3.0
22335,7304,039335038X,5.0
22336,7304,039335038X,5.0
22337,7304,039335038X,5.0
22338,7304,039335038X,5.0
22339,7304,039335038X,5.0
22340,7304,039335038X,5.0
22341,7304,039335038X,5.0
22342,7304,039335038X,5.0
22344,7304,1400063515,3.0
22345,7304,1400063515,3.0
22346,7304,1400063515,3.0
22347,7304,1400063515,3.0
22348,7304,1400063515,3.0
22349,7304,1400063515,3.0
22438,8988,1841157465,4.0
22439,8988,1841157465,4.0
22440,8988,1841157465,4.0
22441,8988,1841157465,4.0
22442,8988,1841157465,4.0
22443,8988,1841157465,4.0
22444,8988,1841157465,4.0
22519,134,1594205221,5.0
22544,554,067003830X,4.0
22550,554,067976867X,4.0
22560,554,039335038X,3.0
22561,554,039335038X,3.0
22562,554,039335038X,3.0
22563,554,039335038X,3.0
22564,554,039335038X,3.0
22565,554,039335038X,3.0
22566,554,039335038X,3.0
22567,554,039335038X,3.0
22570,554,1476733503,3.0
22573,554,1565126831,3.0
22574,554,1565126831,3.0
22575,554,1565126831,3.0
22576,554,1565126831,3.0
22577,554,1565126831,3.0
22585,554,1594489254,3.0
22592,554,1439192812,3.0
22596,554,1861978766,3.0
22604,554,1400077427,1.0
22605,554,1400077427,1.0
22606,554,1400077427,1.0
22607,554,1400077427,1.0
22608,554,1400077427,1.0
22609,554,1400077427,1.0
22610,554,1400077427,1.0
22611,554,1400077427,1.0
22612,554,1400077427,1.0
22623,554,039333810X,4.0
22624,554,039333810X,4.0
22625,554,039333810X,4.0
22626,554,039333810X,4.0
22627,554,039333810X,4.0
22628,554,039333810X,4.0
22629,554,039333810X,4.0
22630,554,039333810X,4.0
22671,3728,048627263X,4.0
22672,3728,048627263X,4.0
22673,3728,048627263X,4.0
22674,3728,048627263X,4.0
22675,3728,048627263X,4.0
22676,3728,048627263X,4.0
22677,3728,048627263X,4.0
22678,3728,048627263X,4.0
22716,1051,158333467X,4.0
22756,1051,1861978766,3.0
22758,1051,074320011X,5.0
22765,1051,1439170916,5.0
22768,1051,1451697716,2.0
22776,1051,1594205213,4.0
22782,9227,014027541X,2.0
22783,9227,014027541X,2.0
22784,9227,014027541X,2.0
22785,9227,014027541X,2.0
22786,9227,014027541X,2.0
22787,9227,014027541X,2.0
22788,9227,014027541X,2.0
22907,654,1419729071,5.0
22908,654,1419729071,5.0
22909,654,1419729071,5.0
22910,654,1419729071,5.0
22911,654,1419729071,5.0
22912,654,1419729071,5.0
22970,969,1439192812,4.0
22971,969,1439192812,4.0
22972,969,1439192812,4.0
22973,969,1439192812,4.0
22974,969,1439192812,4.0
22975,969,1439192812,4.0
22976,969,1439192812,4.0
22977,969,1439192812,4.0
22978,969,1439192812,4.0
22996,969,033050889X,4.0
23000,969,059306173X,5.0
23042,9260,048627263X,5.0
23043,9260,048627263X,5.0
23044,9260,048627263X,5.0
23045,9260,048627263X,5.0
23046,9260,048627263X,5.0
23047,9260,048627263X,5.0
23048,9260,048627263X,5.0
23049,9260,048627263X,5.0
23124,8516,1841157465,4.0
23125,8516,1841157465,4.0
23126,8516,1841157465,4.0
23127,8516,1841157465,4.0
23128,8516,1841157465,4.0
23129,8516,1841157465,4.0
23130,8516,1841157465,4.0
23207,5920,1594488843,3.0
23208,5920,1594488843,3.0
23209,5920,1594488843,3.0
23210,5920,1594488843,3.0
23211,5920,1594488843,3.0
23237,4500,038535066X,5.0
23254,4500,038553082X,5.0
23255,4500,1771642483,5.0
23347,7442,1594205221,4.0
23348,7442,1594205221,4.0
23349,7442,1594205221,4.0
23350,7442,1594205221,4.0
23358,7442,1627790365,4.0
23359,7442,1627790365,4.0
23360,7442,1627790365,4.0
23361,7442,1627790365,4.0
23362,7442,1627790365,4.0
23363,7442,1627790365,4.0
23364,7442,1627790365,4.0
23365,7442,1627790365,4.0
23435,5712,1451697716,5.0
23436,5712,1451697716,5.0
23437,5712,1451697716,5.0
23438,5712,1451697716,5.0
23439,5712,1451697716,5.0
23440,5712,1451697716,5.0
23441,5712,1451697716,5.0
23488,6249,014311526X,4.0
23489,6249,014311526X,4.0
23490,6249,014311526X,4.0
23491,6249,014311526X,4.0
23492,6249,014311526X,4.0
23493,6249,014311526X,4.0
23548,6355,1984819194,5.0
23549,6355,1984819194,5.0
23550,6355,1984819194,5.0
23551,6355,1984819194,5.0
23552,6355,1984819194,5.0
23553,6355,1984819194,5.0
23561,6355,1473637465,5.0
23562,6355,1473637465,5.0
23563,6355,1473637465,5.0
23564,6355,1473637465,5.0
23565,6355,1473637465,5.0
23566,6355,1473637465,5.0
23567,6355,1473637465,5.0
23579,6355,1439192812,4.0
23611,6815,067003830X,3.0
23612,6815,067003830X,3.0
23613,6815,067003830X,3.0
23614,6815,067003830X,3.0
23615,6815,067003830X,3.0
23690,3114,067976867X,5.0
23731,3114,1594205078,4.0
23732,3114,1594205078,4.0
23733,3114,1594205078,4.0
23734,3114,1594205078,4.0
23735,3114,1594205078,4.0
23736,3114,1594205078,4.0
23746,3114,1439171211,5.0
23747,3114,1439171211,5.0
23748,3114,1439171211,5.0
23749,3114,1439171211,5.0
23750,3114,1439171211,5.0
23751,3114,1439171211,5.0
23752,3114,1439171211,5.0
23794,722,1594489254,4.0
23795,722,1594489254,4.0
23796,722,1594489254,4.0
23797,722,1594489254,4.0
23798,722,1594489254,4.0
23799,722,1594489254,4.0
23836,3230,014027541X,3.0
23883,3230,068482471X,4.0
23955,7309,1419729071,2.0
23983,8810,1592406599,4.0
23984,8810,1592406599,4.0
23985,8810,1592406599,4.0
23986,8810,1592406599,4.0
23987,8810,1592406599,4.0
23988,8810,1592406599,4.0
23989,8810,1592406599,4.0
23990,8810,1592406599,4.0
23991,8810,1592406599,4.0
24029,8810,068482471X,4.0
24030,8810,068482471X,4.0
24031,8810,068482471X,4.0
24032,8810,068482471X,4.0
24033,8810,068482471X,4.0
24035,8810,1594205078,5.0
24036,8810,1594205078,5.0
24037,8810,1594205078,5.0
24038,8810,1594205078,5.0
24121,752,1594205213,5.0
24122,752,1594205213,5.0
24123,752,1594205213,5.0
24124,752,1594205213,5.0
24125,752,1594205213,5.0
24126,752,1594205213,5.0
24175,10388,1861978766,4.0
24176,10388,1861978766,4.0
24177,10388,1861978766,4.0
24178,10388,1861978766,4.0
24179,10388,1861978766,4.0
24237,5372,1594489254,4.0
24238,5372,1594489254,4.0
24239,5372,1594489254,4.0
24240,5372,1594489254,4.0
24241,5372,1594489254,4.0
24242,5372,1594489254,4.0
24305,7359,1771641495,3.0
24306,7359,1771641495,3.0
24307,7359,1771641495,3.0
24308,7359,1771641495,3.0
24309,7359,1771641495,3.0
24310,7359,1771641495,3.0
24311,7359,1771641495,3.0
24312,7359,1771641495,3.0
24318,7359,1594489254,4.0
24319,7359,1594489254,4.0
24320,7359,1594489254,4.0
24321,7359,1594489254,4.0
24322,7359,1594489254,4.0
24323,7359,1594489254,4.0
24364,12244,061861916X,5.0
24365,12244,061861916X,5.0
24366,12244,061861916X,5.0
24367,12244,061861916X,5.0
24368,12244,061861916X,5.0
24369,12244,061861916X,5.0
24370,12244,061861916X,5.0
24371,12244,061861916X,5.0
24372,12244,061861916X,5.0
24439,6060,067003830X,4.0
24440,6060,067003830X,4.0
24441,6060,067003830X,4.0
24442,6060,067003830X,4.0
24443,6060,067003830X,4.0
24444,6060,067003830X,4.0
24525,5603,1101870532,5.0
24534,5603,1771642483,5.0
24535,5603,1771642483,5.0
24536,5603,1771642483,5.0
24537,5603,1771642483,5.0
24538,5603,1771642483,5.0
24539,5603,1771642483,5.0
24545,5603,1585422207,4.0
24587,6239,067003830X,4.0
24594,6239,1592406599,3.0
24595,6239,1592406599,3.0
24596,6239,1592406599,3.0
24597,6239,1592406599,3.0
24598,6239,1592406599,3.0
24599,6239,1592406599,3.0
24600,6239,1592406599,3.0
24601,6239,1592406599,3.0
24627,6239,1400033721,3.0
24628,6239,1400033721,3.0
24629,6239,1400033721,3.0
24630,6239,1400033721,3.0
24632,6239,073521610X,4.0
24633,6239,073521610X,4.0
24634,6239,073521610X,4.0
24635,6239,073521610X,4.0
24636,6239,073521610X,4.0
24637,6239,073521610X,4.0
24700,10685,159420411X,3.0
24701,10685,159420411X,3.0
24702,10685,159420411X,3.0
24703,10685,159420411X,3.0
24704,10685,159420411X,3.0
24756,11783,1101870532,5.0
24757,11783,1101870532,5.0
24758,11783,1101870532,5.0
24759,11783,1101870532,5.0
24760,11783,1101870532,5.0
24761,11783,1101870532,5.0
24762,11783,1101870532,5.0
24868,2924,1400077427,4.0
24869,2924,1400077427,4.0
24870,2924,1400077427,4.0
24871,2924,1400077427,4.0
24872,2924,1400077427,4.0
24873,2924,1400077427,4.0
24874,2924,1400077427,4.0
24875,2924,1400077427,4.0
24935,4540,076790818X,1.0
24988,3201,1771641495,5.0
24989,3201,1771641495,5.0
24990,3201,1771641495,5.0
24991,3201,1771641495,5.0
24992,3201,1771641495,5.0
24993,3201,1771641495,5.0
24994,3201,1771641495,5.0
25080,2537,1861978766,4.0
25081,2537,1861978766,4.0
25082,2537,1861978766,4.0
25083,2537,1861978766,4.0
25084,2537,1861978766,4.0
25085,2537,1861978766,4.0
25086,2537,1861978766,4.0
25087,2537,1861978766,4.0
25160,567,068482471X,2.0
25161,567,068482471X,2.0
25162,567,068482471X,2.0
25163,567,068482471X,2.0
25164,567,068482471X,2.0
25215,627,1585422207,4.0
25216,627,1585422207,4.0
25217,627,1585422207,4.0
25218,627,1585422207,4.0
25219,627,1585422207,4.0
25220,627,1585422207,4.0
25315,7245,1451697716,4.0
25316,7245,1451697716,4.0
25317,7245,1451697716,4.0
25318,7245,1451697716,4.0
25319,7245,1451697716,4.0
25320,7245,1451697716,4.0
25321,7245,1451697716,4.0
25357,3360,038553082X,3.0
25358,3360,038553082X,3.0
25359,3360,038553082X,3.0
25360,3360,038553082X,3.0
25361,3360,038553082X,3.0
25362,3360,038553082X,3.0
25363,3360,038553082X,3.0
25364,3360,038553082X,3.0
25409,9446,1851687793,4.0
25410,9446,1851687793,4.0
25411,9446,1851687793,4.0
25412,9446,1851687793,4.0
25413,9446,1851687793,4.0
25414,9446,1851687793,4.0
25415,9446,1851687793,4.0
25492,12332,125006953X,3.0
25493,12332,125006953X,3.0
25494,12332,125006953X,3.0
25495,12332,125006953X,3.0
25496,12332,125006953X,3.0
25497,12332,125006953X,3.0
25498,12332,125006953X,3.0
25499,12332,125006953X,3.0
25604,3046,076790818X,5.0
25605,3046,076790818X,5.0
25606,3046,076790818X,5.0
25607,3046,076790818X,5.0
25608,3046,076790818X,5.0
25689,1021,1627790365,3.0
25690,1021,1627790365,3.0
25691,1021,1627790365,3.0
25692,1021,1627790365,3.0
25693,1021,1627790365,3.0
25694,1021,1627790365,3.0
25709,2393,014027541X,3.0
25717,2393,067976867X,4.0
25737,2393,145162445X,3.0
25751,2393,076790818X,4.0
25752,2393,076790818X,4.0
25771,2393,059306173X,4.0
25776,11223,1101984597,4.0
25783,11223,061861916X,5.0
25784,11223,038535066X,4.0
25800,11223,1476733503,5.0
25801,11223,038553082X,4.0
25807,11223,145162445X,5.0
25814,11223,1400033721,4.0
25820,11223,1848310358,5.0
25828,11223,1594205078,4.0
25874,6546,1771641495,2.0
25875,6546,1771641495,2.0
25876,6546,1771641495,2.0
25877,6546,1771641495,2.0
25878,6546,1771641495,2.0
25879,6546,1771641495,2.0
25880,6546,1771641495,2.0
25881,6546,1771641495,2.0
25928,4963,061861916X,5.0
25929,4963,061861916X,5.0
25930,4963,061861916X,5.0
25931,4963,061861916X,5.0
25932,4963,061861916X,5.0
25933,4963,061861916X,5.0
26005,6749,057123545X,4.0
26006,6749,057123545X,4.0
26007,6749,057123545X,4.0
26008,6749,057123545X,4.0
26009,6749,057123545X,4.0
26010,6749,057123545X,4.0
26011,6749,057123545X,4.0
26012,6749,057123545X,4.0
26097,4953,1771642483,2.0
26098,4953,1565126831,1.0
26154,894,1596914521,5.0
26155,894,1596914521,5.0
26156,894,1596914521,5.0
26157,894,1596914521,5.0
26158,894,1596914521,5.0
26159,894,1596914521,5.0
26160,894,1596914521,5.0
26282,7412,055380202X,2.0
26283,7412,055380202X,2.0
26284,7412,055380202X,2.0
26285,7412,055380202X,2.0
26304,3532,1101870532,5.0
26405,1266,1594205221,5.0
26477,10642,1594205078,5.0
26478,10642,1594205078,5.0
26479,10642,1594205078,5.0
26480,10642,1594205078,5.0
26481,10642,1594205078,5.0
26482,10642,1594205078,5.0
26515,4162,067973337X,4.0
26520,4162,039335038X,3.0
26521,4162,039335038X,3.0
26522,4162,039335038X,3.0
26523,4162,039335038X,3.0
26524,4162,039335038X,3.0
26525,4162,039335038X,3.0
26526,4162,039335038X,3.0
26527,4162,039335038X,3.0
26546,4162,073521610X,3.0
26547,4162,073521610X,3.0
26548,4162,073521610X,3.0
26549,4162,073521610X,3.0
26550,4162,073521610X,3.0
26551,4162,073521610X,3.0
26552,4162,073521610X,3.0
26564,4162,1594205078,4.0
26569,4162,1627790365,3.0
26576,4162,059306173X,3.0
26577,4162,059306173X,3.0
26578,4162,059306173X,3.0
26579,4162,059306173X,3.0
26580,4162,059306173X,3.0
26581,4162,059306173X,3.0
26582,4162,059306173X,3.0
26583,4162,059306173X,3.0
26584,4162,059306173X,3.0
26695,10948,048627263X,5.0
26696,10948,048627263X,5.0
26697,10948,048627263X,5.0
26698,10948,048627263X,5.0
26699,10948,048627263X,5.0
26700,10948,048627263X,5.0
26701,10948,048627263X,5.0
26702,10948,048627263X,5.0
26734,3090,1101984597,3.0
26735,3090,1101984597,3.0
26736,3090,1101984597,3.0
26737,3090,1101984597,3.0
26738,3090,1101984597,3.0
26739,3090,1101984597,3.0
26740,3090,1101984597,3.0
26741,3090,1101984597,3.0
26742,3090,1101984597,3.0
26875,9119,059306173X,5.0
26876,9119,059306173X,5.0
26877,9119,059306173X,5.0
26878,9119,059306173X,5.0
26879,9119,059306173X,5.0
26880,9119,059306173X,5.0
27071,6881,074320011X,5.0
27072,6881,074320011X,5.0
27073,6881,074320011X,5.0
27074,6881,074320011X,5.0
27075,6881,074320011X,5.0
27076,6881,074320011X,5.0
27077,6881,074320011X,5.0
27078,6881,074320011X,5.0
27165,8649,1594205213,4.0
27166,8649,1594205213,4.0
27167,8649,1594205213,4.0
27168,8649,1594205213,4.0
27169,8649,1594205213,4.0
27221,10654,1594205221,5.0
27222,10654,1594205221,5.0
27223,10654,1594205221,5.0
27224,10654,1594205221,5.0
27225,10654,1594205221,5.0
27226,10654,1594205221,5.0
27276,8107,1473637465,3.0
27298,8107,1594205078,4.0
27299,8107,1594205078,4.0
27300,8107,1594205078,4.0
27301,8107,1594205078,4.0
27302,8107,1594205078,4.0
27303,8107,1594205078,4.0
27304,8107,1594205078,4.0
27305,8107,1594205078,4.0
27333,9745,067976867X,5.0
27377,9745,1439170916,4.0
27408,11445,1101870532,5.0
27482,10775,1984819194,5.0
27483,10775,1984819194,5.0
27484,10775,1984819194,5.0
27485,10775,1984819194,5.0
27486,10775,1984819194,5.0
27582,2132,1594205221,4.0
27597,2132,059306173X,5.0
27665,6752,1400067820,4.0
27714,5040,1841157465,4.0
27723,5040,1594205078,5.0
27724,5040,1594205078,5.0
27725,5040,1594205078,5.0
27726,5040,1594205078,5.0
27727,5040,1594205078,5.0
27739,5040,059306173X,2.0
27740,5040,059306173X,2.0
27741,5040,059306173X,2.0
27742,5040,059306173X,2.0
27743,5040,059306173X,2.0
27744,5040,059306173X,2.0
27745,5040,059306173X,2.0
27769,5968,1400052173,4.0
27770,5968,1400052173,4.0
27771,5968,1400052173,4.0
27772,5968,1400052173,4.0
27773,5968,1400052173,4.0
27774,5968,1400052173,4.0
27829,1145,067003830X,5.0
27949,2140,006145205X,4.0
27950,2140,006145205X,4.0
27951,2140,006145205X,4.0
27952,2140,006145205X,4.0
27953,2140,006145205X,4.0
27954,2140,006145205X,4.0
27955,2140,006145205X,4.0
27964,2140,039333810X,3.0
27965,2140,039333810X,3.0
27966,2140,039333810X,3.0
27967,2140,039333810X,3.0
27968,2140,039333810X,3.0
27969,2140,039333810X,3.0
27970,2140,039333810X,3.0
27971,2140,039333810X,3.0
27972,2140,039333810X,3.0
27979,1386,014027541X,1.0
27983,1386,061861916X,4.0
27989,1386,1594200823,1.0
28007,1386,145162445X,5.0
28008,1386,145162445X,5.0
28009,1386,145162445X,5.0
28010,1386,145162445X,5.0
28011,1386,145162445X,5.0
28012,1386,145162445X,5.0
28022,1386,1476777616,5.0
28025,1386,1848310358,4.0
28026,1386,1848310358,4.0
28027,1386,1848310358,4.0
28028,1386,1848310358,4.0
28029,1386,1848310358,4.0
28030,1386,1848310358,4.0
28031,1386,1848310358,4.0
28095,5931,1416588256,4.0
28096,5931,1416588256,4.0
28097,5931,1416588256,4.0
28098,5931,1416588256,4.0
28099,5931,1416588256,4.0
28100,5931,1416588256,4.0
28152,637,1984819194,3.0
28153,637,1984819194,3.0
28154,637,1984819194,3.0
28155,637,1984819194,3.0
28156,637,1984819194,3.0
28157,637,1984819194,3.0
28240,5099,014311526X,4.0
28241,5099,014311526X,4.0
28242,5099,014311526X,4.0
28243,5099,014311526X,4.0
28244,5099,014311526X,4.0
28245,5099,014311526X,4.0
28246,5099,014311526X,4.0
28247,5099,014311526X,4.0
28318,4400,1400033721,3.0
28319,4400,1400033721,3.0
28320,4400,1400033721,3.0
28321,4400,1400033721,3.0
28322,4400,1400033721,3.0
28323,4400,1400033721,3.0
28324,4400,1400033721,3.0
28325,4400,1400033721,3.0
28404,483,074320011X,4.0
28405,483,074320011X,4.0
28406,483,074320011X,4.0
28407,483,074320011X,4.0
28408,483,074320011X,4.0
28409,483,074320011X,4.0
28410,483,074320011X,4.0
28499,6017,1400069289,4.0
28500,6017,1400069289,4.0
28501,6017,1400069289,4.0
28502,6017,1400069289,4.0
28503,6017,1400069289,4.0
28504,6017,1400069289,4.0
28505,6017,1400069289,4.0
28506,6017,1400069289,4.0
28565,10447,1451697716,3.0
28575,10447,1400069289,4.0
28576,10447,1400069289,4.0
28577,10447,1400069289,4.0
28578,10447,1400069289,4.0
28579,10447,1400069289,4.0
28626,9778,1861978766,4.0
28627,9778,1861978766,4.0
28628,9778,1861978766,4.0
28629,9778,1861978766,4.0
28630,9778,1861978766,4.0
28631,9778,1861978766,4.0
28719,1045,039333810X,3.0
28720,1045,039333810X,3.0
28721,1045,039333810X,3.0
28722,1045,039333810X,3.0
28723,1045,039333810X,3.0
28724,1045,039333810X,3.0
28725,1045,039333810X,3.0
28726,1045,039333810X,3.0
28727,1045,039333810X,3.0
28795,9847,059306173X,5.0
28796,9847,059306173X,5.0
28797,9847,059306173X,5.0
28798,9847,059306173X,5.0
28799,9847,059306173X,5.0
28800,9847,059306173X,5.0
28801,9847,059306173X,5.0
28802,9847,059306173X,5.0
28803,9847,059306173X,5.0
28875,7800,055380202X,4.0
28876,7800,055380202X,4.0
28877,7800,055380202X,4.0
28878,7800,055380202X,4.0
28879,7800,055380202X,4.0
28889,9623,038535066X,4.0
28890,9623,038535066X,4.0
28891,9623,038535066X,4.0
28892,9623,038535066X,4.0
28893,9623,038535066X,4.0
28894,9623,038535066X,4.0
28895,9623,038535066X,4.0
28896,9623,038535066X,4.0
29002,10757,076790818X,5.0
29054,6859,1101874937,4.0
29055,6859,1101874937,4.0
29056,6859,1101874937,4.0
29057,6859,1101874937,4.0
29058,6859,1101874937,4.0
29059,6859,1101874937,4.0
29060,6859,1101874937,4.0
29061,6859,1101874937,4.0
29103,345,1851687793,3.0
29104,345,1851687793,3.0
29105,345,1851687793,3.0
29106,345,1851687793,3.0
29107,345,1851687793,3.0
29108,345,1851687793,3.0
29109,345,1851687793,3.0
29186,242,125006953X,5.0
29187,242,125006953X,5.0
29188,242,125006953X,5.0
29189,242,125006953X,5.0
29190,242,125006953X,5.0
29191,242,125006953X,5.0
29275,7282,1476733503,4.0
29306,7282,1439170916,4.0
29339,11399,1400052173,4.0
29340,11399,1400052173,4.0
29341,11399,1400052173,4.0
29342,11399,1400052173,4.0
29343,11399,1400052173,4.0
29344,11399,1400052173,4.0
29345,11399,1400052173,4.0
29346,11399,1400052173,4.0
29429,7811,039330700X,5.0
29430,7811,039330700X,5.0
29431,7811,039330700X,5.0
29432,7811,039330700X,5.0
29433,7811,039330700X,5.0
29434,7811,039330700X,5.0
29435,7811,039330700X,5.0
29436,7811,039330700X,5.0
29511,2777,1416588256,3.0
29512,2777,1416588256,3.0
29513,2777,1416588256,3.0
29514,2777,1416588256,3.0
29603,5938,1570625190,5.0
29604,5938,1570625190,5.0
29605,5938,1570625190,5.0
29606,5938,1570625190,5.0
29607,5938,1570625190,5.0
29608,5938,1570625190,5.0
29609,5938,1570625190,5.0
29626,5962,061861916X,5.0
29627,5962,061861916X,5.0
29628,5962,061861916X,5.0
29629,5962,061861916X,5.0
29630,5962,061861916X,5.0
29631,5962,061861916X,5.0
29706,6644,1594200823,5.0
29707,6644,1594200823,5.0
29708,6644,1594200823,5.0
29709,6644,1594200823,5.0
29710,6644,1594200823,5.0
29711,6644,1594200823,5.0
29712,6644,1596914521,4.0
29834,8556,055380202X,2.0
29835,8556,055380202X,2.0
29836,8556,055380202X,2.0
29837,8556,055380202X,2.0
29838,8556,055380202X,2.0
29839,8556,055380202X,2.0
29840,8556,055380202X,2.0
29841,8556,055380202X,2.0
29891,9142,074320011X,3.0
29892,9142,074320011X,3.0
29893,9142,074320011X,3.0
29894,9142,074320011X,3.0
29895,9142,074320011X,3.0
29896,9142,074320011X,3.0
29897,9142,074320011X,3.0
29898,9142,074320011X,3.0
29899,9142,074320011X,3.0
29901,9142,068482471X,3.0
29902,9142,068482471X,3.0
29903,9142,068482471X,3.0
29904,9142,068482471X,3.0
29905,9142,068482471X,3.0
29906,9142,068482471X,3.0
29987,2233,1439171211,4.0
29988,2233,1439171211,4.0
29989,2233,1439171211,4.0
29990,2233,1439171211,4.0
29991,2233,1439171211,4.0
29992,2233,1439171211,4.0
30009,6955,057123545X,3.0
30088,3062,1910701882,3.0
30089,3062,1910701882,3.0
30090,3062,1910701882,3.0
30091,3062,1910701882,3.0
30092,3062,1910701882,3.0
30093,3062,1910701882,3.0
30094,3062,1910701882,3.0
30147,439,159420229X,4.0
30155,439,1592406599,4.0
30204,439,1594485755,5.0
30214,9555,902543522X,3.0
30215,9555,902543522X,3.0
30216,9555,902543522X,3.0
30217,9555,902543522X,3.0
30218,9555,902543522X,3.0
30219,9555,902543522X,3.0
30220,9555,902543522X,3.0
30221,9555,902543522X,3.0
30321,229,039330700X,5.0
30322,229,039330700X,5.0
30323,229,039330700X,5.0
30324,229,039330700X,5.0
30325,229,039330700X,5.0
30326,229,039330700X,5.0
30327,229,039330700X,5.0
30431,6127,1400069289,3.0
30445,9490,1594200823,5.0
30446,9490,1594200823,5.0
30447,9490,1594200823,5.0
30448,9490,1594200823,5.0
30449,9490,1594200823,5.0
30450,9490,1594200823,5.0
30451,9490,1594200823,5.0
30453,9490,1594202435,4.0
30454,9490,1594202435,4.0
30455,9490,1594202435,4.0
30456,9490,1594202435,4.0
30457,9490,1594202435,4.0
30458,9490,1594202435,4.0
30459,9490,1594202435,4.0
30460,9490,1594202435,4.0
30586,10146,014027541X,4.0
30587,10146,014027541X,4.0
30588,10146,014027541X,4.0
30589,10146,014027541X,4.0
30590,10146,014027541X,4.0
30591,10146,014027541X,4.0
30592,10146,014027541X,4.0
30714,9867,006145205X,4.0
30715,9867,006145205X,4.0
30716,9867,006145205X,4.0
30717,9867,006145205X,4.0
30718,9867,006145205X,4.0
30719,9867,006145205X,4.0
30776,3386,1848310358,5.0
30777,3386,1848310358,5.0
30778,3386,1848310358,5.0
30779,3386,1848310358,5.0
30780,3386,1848310358,5.0
30781,3386,1848310358,5.0
30782,3386,1848310358,5.0
30783,3386,1848310358,5.0
30853,2564,076790818X,1.0
30854,2564,076790818X,1.0
30855,2564,076790818X,1.0
30856,2564,076790818X,1.0
30857,2564,076790818X,1.0
30858,2564,076790818X,1.0
30885,11273,014027541X,5.0
30886,11273,014027541X,5.0
30887,11273,014027541X,5.0
30888,11273,014027541X,5.0
30889,11273,014027541X,5.0
31008,11204,1419729071,5.0
31009,11204,1419729071,5.0
31010,11204,1419729071,5.0
31011,11204,1419729071,5.0
31012,11204,1419729071,5.0
31013,11204,1419729071,5.0
31097,1326,1400069289,3.0
31104,7991,158333467X,5.0
31105,7991,158333467X,5.0
31106,7991,158333467X,5.0
31107,7991,158333467X,5.0
31108,7991,158333467X,5.0
31109,7991,158333467X,5.0
31110,7991,158333467X,5.0
31195,10443,1984819194,5.0
31196,10443,1984819194,5.0
31197,10443,1984819194,5.0
31198,10443,1984819194,5.0
31199,10443,1984819194,5.0
31200,10443,1984819194,5.0
31201,10443,1984819194,5.0
31202,10443,1984819194,5.0
31220,10443,073521610X,3.0
31221,10443,073521610X,3.0
31222,10443,073521610X,3.0
31223,10443,073521610X,3.0
31224,10443,073521610X,3.0
31225,10443,073521610X,3.0
