,isbn,user_link,ranking,review
0,0521447712,http://goodreads.com/user/show/33262643-titas-i-read-in-bed,4," Make Physics Easy Again!Are you scared of physics? Don’t want to spend your valuable time to understand the complexity of the world of physics? Do you think physics cannot be easy or physics cant be funny?? Come here! Come here!One afternoon of a bank holiday Mr. Tompkins goes to attend a lecture on Theory of Relativity and falls asleep when the lecture goes over his head. But only then he enters a dream world where everything is happening like the lecturer was saying. Surprisingly, now the phenomena are easy to understand cause those are actually happening in front of his eyes. An everyday character trying to comprehend difficult concepts of science in weirdly simple yet delicious dreams, walk in parks and what not! Seriously, here is a book for all of us written by one of the finest physicist himself! Read it to laugh, read it to learn! You will never regret reading this! Please?!"
1,0521447712,http://goodreads.com/user/show/1433865-robert,4,"George Gamow (during his ""three decade vacation"" in the USA) wrote a number of articles and books featuring Mr. Tompkins, a bank clerk with an especially easily influenced dream-life. The dreams have a funny way of becoming stories and adventures that explain features of fundamental physics and cosmology (as of the 1960s). Many of the illustrations are also by Gamow. A foreword to this edition by Roger Penrose indicates where theory has moved on since Gamow's time and the few, slight inaccuracies in the description of Relativity.Mr. Tompkins' adventures are charming - delightful, in fact, though they show signs of the time/culture they were written in. The appearances by Father Paulini (Pauli) and Maxwell's Demon (dressed as a Butler but never without his tennis-racquet) are particular fun for me. No-one would consider writing a popular science book via this approach these days and so this will remain a unique classic of the genre. Strongly recommended to everyone just for the fun of it. You might learn something along the way but nevermind if you don't - just wait for the bit where Tompkins turns into an electron!"
2,0521447712,http://goodreads.com/user/show/5895486-e-g,4,ForewordPrefaceAcknowledgementsIntroduction--Mr Tompkins in Paperback
3,0521447712,http://goodreads.com/user/show/2665098-mark,5,"This book is a classic popularization of science by one of the great popular science writers who was also a brilliant physicist. He did a lot of work in developing the big bang theory. This book combines two earlier books. The first is ""Mr. Tompkins in Wonderland"" which discusses the weird consequences of relativity on time, mass, and velocity through alternating scenes of a science lecture and the dreams of a bank clerk who dozes off during the lecture. The same structure is used in the second book, ""Mr. Thomkins Explores the Atom"", which describes quantum mechanics including atomic and nuclear structure.Gamow writes in a clear and humorous style that both enlightens and entertains. His writing reminds one of the way Richard Feynman could break down the most complicated concepts into easily digestible nuggets. (Considering the chronology, perhaps Feynman reminds one of Gamow.) He imagines what the world would be like if the speed of light was much smaller and is obtainable by a bicyclist. In the second book, he imagines what would happen if Planck's constant were much larger. (It has to do with the uncertainty principle.) General readers will like this book, and learn a lot of science. Readers who know the science will love it and increase their understanding. "
4,0521447712,http://goodreads.com/user/show/327206-charlotte,4,"Mr. Tompkins, a childlike fellow who works at a bank and has limited intellectual ambition, has various fantastical experiences (usually dreamed up while sleeping through lectures delivered by his father-in-law, a physics professor) which illustrate the laws of physics in extremely intuitive ways. The book is geared to young readers or an audience with casual interest in the subject, but I must say I learned more than I'd like to admit. This is a thoroughly charming little book with a pleasantly dated, mid-century feel. From the standpoint of the history of science, it is interesting to read an account of the ""latest"" developments--as of 1965--in quantum physics and relativity from the point of view of a contemporary and one of the big names in the field. "
5,0521447712,http://goodreads.com/user/show/40590836-ami-iida,5,This book is a commentary book on the theory of relativity.It explain it so much fun.
6,0521447712,http://goodreads.com/user/show/8391461-jessica,1,"I finished reading this story for no other reason than completing a recommendation from a friend who has been requesting I read some of his favorite books. I have a very limited knowledge and passion for physics, but my friend insisted that I would still find enjoyment in the basic storyline that ran through the overarching plot. I found none. Even had I possessed a prior interest in physics, the story itself was painfully boring and seemed to arbitrarily exist for the sake of tying the chapters together. Essentially, reading this book felt like listening to the ranting and rambling lectures of a monotone physics professor. "
7,0521447712,http://goodreads.com/user/show/780526-marcus,4,"Without this book I would still be utterly lost trying to understand modern (circa 1950s) theoretical physics. While I'm still far from fluent in understanding all the nuances of relativity, this book provides a guided tour through it's perplexing concepts. Want to better understand Einstein? This is the book for you."
8,0521447712,http://goodreads.com/user/show/4743620-jennifer,5,"This is the coolest introduction to Physics out there, I actually read and reviewed it for my final project in my Physics class at the Maine School of Science and Mathematics way back in 1997. I still have a really fond place in my heart for this well-written introduction to complex concepts. LOVE IT!"
9,0521447712,http://goodreads.com/user/show/5555413-vishy,4,"Finally got to read Gamov's book on physics featuring Mr.Tompkins :) Gives a beautiful account of Einstein's Theory of Relativity and Quantum Mechanics in everyday language. It had one of the best, most accessible explanations of radioactivity that I have ever read. Longer review soon. "
10,0521447712,http://goodreads.com/user/show/1037117-eric,5,"If you want to read up on quantum theory, this is the best place to start!"
11,0521447712,http://goodreads.com/user/show/60800887-david,4,Mr.Tompkins is not your average book. It is a collection of short stories all based around the same character learning about science. The stories are usually entirely disconnected from each other and usually turn out to just be dreams. If you like to learn about math and science I highly recommend this as the book tries to explain it in a way that lets you think about similarities to the macro world we live in compared to the micro world he usually explores. The book talks about everything from how the speed of light works to subatomic particles qualities to things as big as the end and start of the universe. So no matter what level your at if you are interested in science this would be a great interesting and informational read.
