,book_link,isbn,isbn13,book_title,avg_rating,author_name,book_desc,genres
10,http://goodreads.com/book/show/48463.The_Weather_Makers,0871139359,9780871139351,The Weather Makers: How Man Is Changing the Climate and What It Means for Life on Earth,3.9,['Tim Flannery'],"Sometime this century the day will arrive when the human influence on the climate will overwhelm all other natural factors. Over the past decade, the world has seen the most powerful El Niqo ever recorded, the most devastating hurricane in two hundred years, the hottest European summer on record, and one of the worst storm seasons ever experienced in Florida. With one out of every five living things on this planet committed to extinction by the levels of greenhouse gases that will accumulate in the next few decades, we are reaching a global climatic tipping point. ""The Weather Makers"" is both an urgent warning and a call to arms, outlining the history of climate change, how it will unfold over the next century, and what we can do to prevent a cataclysmic future. Along with a riveting history of climate change, Tim Flannery offers specific suggestions for action for both lawmakers and individuals, from investing in renewable power sources like wind, solar, and geothermal energy, to offering an action plan with steps each and every one of us can take right now to reduce deadly CO2 emissions by as much as 70 percent.","['Nonfiction', 'Science', 'Environment', 'Environment', 'Climate Change', 'Politics', 'History', 'Biology', 'Ecology', 'Environment', 'Sustainability', 'Environment', 'Nature', 'Science', 'Biology']"
11,http://goodreads.com/book/show/25017.Krakatoa,0060838590,9780060838591,"Krakatoa: The Day the World Exploded: August 27, 1883",3.87,['Simon Winchester'],"The bestselling author of The Professor and the Madman and The Map That Changed the World examines the enduring and world-changing effects of the catastrophic eruption off the coast of Java of the earth's most dangerous volcano — Krakatoa. The legendary annihilation in 1883 of the volcano-island of Krakatoa — the name has since become a byword for a cataclysmic disaster — was followed by an immense tsunami that killed nearly forty thousand people. Beyond the purely physical horrors of an event that has only very recently been properly understood, the eruption changed the world in more ways than could possibly be imagined. Dust swirled round the planet for years, causing temperatures to plummet and sunsets to turn vivid with lurid and unsettling displays of light. The effects of the immense waves were felt as far away as France. Barometers in Bogotá and Washington, D.C., went haywire. Bodies were washed up in Zanzibar. The sound of the island's destruction was heard in Australia and India and on islands thousands of miles away. Most significant of all — in view of today's new political climate — the eruption helped to trigger in Java a wave of murderous anti-Western militancy among fundamentalist Muslims: one of the first outbreaks of Islamic-inspired killings anywhere. Simon Winchester's long experience in the world wandering as well as his knowledge of history and geology give us an entirely new perspective on this fascinating and iconic event as he brings it telling back to life.","['History', 'Nonfiction', 'Science', 'Science', 'Geology', 'Environment', 'Nature', 'Cultural', 'Asia', 'Historical', 'Audiobook', 'History', 'World History', 'Science', 'Natural History']"
12,http://goodreads.com/book/show/83533.The_Age_of_Spiritual_Machines,0140282025,9780140282023,The Age of Spiritual Machines: When Computers Exceed Human Intelligence,3.9,['Ray Kurzweil'],"Ray Kurzweil is the inventor of the most innovative and compelling technology of our era, an international authority on artificial intelligence, and one of our greatest living visionaries. Now he offers a framework for envisioning the twenty-first century--an age in which the marriage of human sensitivity and artificial intelligence fundamentally alters and improves the way we live. Kurzweil's prophetic blueprint for the future takes us through the advances that inexorably result in computers exceeding the memory capacity and computational ability of the human brain by the year 2020 (with human-level capabilities not far behind); in relationships with automated personalities who will be our teachers, companions, and lovers; and in information fed straight into our brains along direct neural pathways. Optimistic and challenging, thought-provoking and engaging, The Age of Spiritual Machines is the ultimate guide on our road into the next century.","['Science', 'Nonfiction', 'Science', 'Technology', 'Philosophy', 'Artificial Intelligence', 'Futurism', 'Computer Science', 'Computers', 'Psychology', 'Sociology', 'Science', 'Computer Science']"
13,http://goodreads.com/book/show/281016.The_Physics_of_Superheroes,0,0,The Physics of Superheroes,3.92,['James Kakalios'],"James Kakalios explores the scientific plausibility of the powers and feats of the most famous superheroes -- and discovers that in many cases the comic writers got their science surprisingly right. Along the way he provides an engaging and witty commentary while introducing the lay reader to both classic and cutting-edge concepts in physics, including:What Superman's strength can tell us about the Newtonian physics of force, mass, and accelerationHow Iceman's and Storm's powers illustrate the principles of thermal dynamicsThe physics behind the death of Spider-Man's girlfriend Gwen StacyWhy physics professors gone bad are the most dangerous evil geniuses!","['Science', 'Nonfiction', 'Science', 'Physics', 'Sequential Art', 'Comics', 'Comics', 'Superheroes', 'Humor', 'Reference', 'Education', 'Science', 'Popular Science', 'Sequential Art', 'Graphic Novels']"
14,http://goodreads.com/book/show/179756.The_Life_of_the_Cosmos,0195126645,9780195126648,The Life of the Cosmos,4.19,['Lee Smolin'],"Cosmologist Lee Smolin offers a startling new theory of the universe that is at once elegant, comprehensive, and radically different from anything proposed before. In The Life of the Cosmos, Smolin cuts the Gordian knot of cosmology with a simple, powerful idea: ""The underlying structure of our world, "" he writes, ""is to be found in the logic of evolution."" Today's physicists have overturned Newton's view of the universe, yet they continue to cling to an understanding of reality not unlike Newton's own - as a clock, an intricate mechanism, governed by laws which are mathematical and eternally true. Smolin argues that the laws of nature we observe may be in part the result of a process of natural selection which took place before the big bang. Smolin's ideas are based on recent developments in cosmology, quantum theory, relativity and string theory, yet they offer, at the same time, an unprecedented view of how these developments may fit together to form a new theory of cosmology. From this perspective, the lines between the simple and the complex, the fundamental and the emergent, and even between the biological and the physical are redrawn. The result is a framework that illuminates many intractable problems, from the paradoxes of quantum theory and the nature of space and time to the problem of constructing a final theory of physics. As he argues for this new view, Smolin introduces the reader to recent developments in a wide range of fields, from string theory and quantum gravity to evolutionary theory the structure of galaxies. He examines the philosophical roots of controversies in the foundations of physics, and shows how they may be transformed as science moves towardunderstanding the universe as an interrelated, self-constructed entity, within which life and complexity have a natural place, and in which ""the occurrence of novelty, indeed the perpetual birth of novelty, can be understood.""","['Science', 'Science', 'Physics', 'Nonfiction', 'Philosophy', 'Science', 'Astronomy', 'Biology', 'Evolution', 'Science', 'Popular Science', 'Literature', '20th Century', 'History']"
15,http://goodreads.com/book/show/36087.Mind_Wide_Open,0743241665,9780743241663,Mind Wide Open: Your Brain and the Neuroscience of Everyday Life,3.9,['Steven Johnson'],"In this nationally bestselling, compulsively readable account of what makes brain science a vital component of people's quest to know themselves, acclaimed science writer Steven Johnson subjects his own brain to a battery of tests to find out what's really going on inside. He asks:  How do we ""read"" other people?What is the neurochemistry behind love and sex?What does it mean that the brain is teeming with powerful chemicals closely related to recreational drugs?Why does music move us to tears?Where do breakthrough ideas come from? Johnson answers these and many more questions arising from the events of our everyday lives. You do not have to be a neuroscientist to wonder, for example, why do you smile? And why do you sometimes smile inappropriately, even if you don't want to? How do others read your inappropriate smile? How does such interplay occur neurochemically, and what, if anything, can you do about it?  Fascinating and rewarding, Mind Wide Open speaks to brain buffs, self-obsessed neurotics, barstool psychologists, mystified parents, grumpy spouses, exasperated managers, and anyone who enjoys speculating and gossiping about the motivations and behaviors of other human beings. Steven Johnson shows us the transformative power of understanding brain science and offers new modes of introspection and tools for better parenting, better relationships, and better living.","['Science', 'Nonfiction', 'Psychology', 'Biology', 'Neuroscience', 'Neuroscience', 'Brain', 'Science', 'Biology', 'Health', 'Medicine', 'Self Help', 'Philosophy', 'Health']"
16,http://goodreads.com/book/show/164064.Time_Love_Memory,0679763902,9780679763901,"Time, Love, Memory: A Great Biologist and His Quest for the Origins of Behavior",4.18,['Jonathan Weiner'],"""A fascinating history--. Literate and authoritative--.Marvelously exciting."" --The New York Times Book ReviewJonathan Weiner, winner of the Pulitzer Prize for The Beak of the Finch, brings his brilliant reporting skills to the story of Seymour Benzer, the Brooklyn-born maverick scientist whose study of genetics and experiments with fruit fly genes has helped revolutionize or knowledge of the connections between DNA and behavior both animal and human.How much of our fate is decided before we are born?  Which of our characteristics is inscribed in our DNA? Weiner brings us into Benzer's Fly Rooms at the California Institute of Technology, where Benzer, and his asssociates are in the process of finding answers, often astonishing ones, to these questions. Part biography, part thrilling scientific detective story, Time, Love, Memory forcefully demonstrates how Benzer's studies are changing our world view--and even our lives.","['Science', 'Nonfiction', 'Biography', 'Science', 'Biology', 'History', 'Biology', 'Genetics', 'Science', 'Popular Science', 'Biology', 'Neuroscience', 'Environment', 'Nature', 'Biology', 'Evolution']"
17,http://goodreads.com/book/show/163529.At_the_Water_s_Edge,0684856239,9780684856230,"At the Water's Edge: Fish with Fingers, Whales with Legs, and How Life Came Ashore but Then Went Back to Sea",4.07,['Carl Zimmer'],"Everybody Out of the Pond  At the Water's Edge will change the way you think about your place in the world. The awesome journey of life's transformation from the first microbes 4 billion years ago to Homo sapiens today is an epic that we are only now beginning to grasp. Magnificent and bizarre, it is the story of how we got here, what we left behind, and what we brought with us.  We all know about evolution, but it still seems absurd that our ancestors were fish. Darwin's idea of natural selection was the key to solving generation-to-generation evolution -- microevolution -- but it could only point us toward a complete explanation, still to come, of the engines of macroevolution, the transformation of body shapes across millions of years. Now, drawing on the latest fossil discoveries and breakthrough scientific analysis, Carl Zimmer reveals how macroevolution works. Escorting us along the trail of discovery up to the current dramatic research in paleontology, ecology, genetics, and embryology, Zimmer shows how scientists today are unveiling the secrets of life that biologists struggled with two centuries ago.  In this book, you will find a dazzling, brash literary talent and a rigorous scientific sensibility gracefully brought together. Carl Zimmer provides a comprehensive, lucid, and authoritative answer to the mystery of how nature actually made itself.","['Science', 'Nonfiction', 'Biology', 'Evolution', 'Science', 'Biology', 'Science', 'Natural History', 'Animals', 'History', 'Environment', 'Nature', 'Science Nature', 'Geology', 'Palaeontology']"
18,http://goodreads.com/book/show/785432.Visions,0385484992,9780385484992,Visions: How Science Will Revolutionize the 21st Century,4.01,['Michio Kaku'],"In Visions, physicist and author Michio Kaku examines the great scientific revolutions that have dramatically reshaped the twentieth century--the quantum mechanics, biogenetics, and artificial intelligence--and shows how they will change and alter science and the way we live.The next century will witness more far-reaching scientific revolutions, as we make the transition from unraveling the secrets of nature to becoming masters of nature. We will no longer be passive bystanders to the dance of the universe, but will become creative choreographers of matter, life, and intelligence.The first section of Visions presents a shocking look at a cyber-world infiltrated by millions of tiny intelligence systems. Part two illustrates how the decoding of DNA's genetic structure will allow humans the ""godlike ability to manipulate life almost at will."" Finally, VISIONS focuses on the future of quantum physics, in which physicists will perfect new ways to manipulate matter and harness the cosmic energy of the universe.What makes Michio Kaku's vision of the science of the future so compelling--and so different from the mere forecasts of most thinkers--is that it is based on the groundbreaking research taking place in labs today, as well as the consensus of over 150 of Kaku's scientific colleagues. Science, for all its breathtaking change, evolves slowly; we can accurately predict, asserts Kaku, what the direction of science will be, based on the paths that are being forged today.A thrilling, unique narrative that brings together the thinking of many of the world's most accomplished scientists to explore the world of the future, Visions is science writing at its best.","['Science', 'Nonfiction', 'Science', 'Physics', 'Science', 'Technology', 'Futurism', 'Philosophy', 'Science', 'Popular Science', 'Physics', 'Quantum Mechanics', 'Academic', 'Academia', 'Space']"
19,http://goodreads.com/book/show/76611.A_Natural_History_of_the_Senses,0679735666,9780679735663,A Natural History of the Senses,4.16,['Diane Ackerman'],"Diane Ackerman's lusciously written grand tour of the realm of the senses includes conversations with an iceberg in Antarctica and a professional nose in New York, along with dissertations on kisses and tattoos, sadistic cuisine and the music played by the planet Earth. ""Delightful . . . gives the reader the richest possible feeling of the worlds the senses take in.""--The New York Times. (Literature--Classics & Contemporary)From the Trade Paperback edition.","['Nonfiction', 'Science', 'History', 'Environment', 'Nature', 'Writing', 'Essays', 'Psychology', 'Science', 'Natural History', 'Philosophy', 'Science', 'Biology', 'Poetry']"
20,http://goodreads.com/book/show/83578.Why_Darwin_Matters,0805081216,9780805081213,Why Darwin Matters: The Case Against Intelligent Design,3.98,['Michael Shermer'],"A creationist-turned-scientist demonstrates the facts of evolution and exposes Intelligent Design's real agendaScience is on the defensive. Half of Americans reject the theory of evolution and ""Intelligent Design"" campaigns are gaining ground. Classroom by classroom, creationism is overthrowing biology.In Why Darwin Matters, bestselling author Michael Shermer explains how the newest brand of creationism appeals to our predisposition to look for a designer behind life's complexity. Shermer decodes the scientific evidence to show that evolution is not ""just a theory"" and illustrates how it achieves the design of life through the bottom-up process of natural selection. Shermer, once an evangelical Christian and a creationist, argues that Intelligent Design proponents are invoking a combination of bad science, political antipathy, and flawed theology. He refutes their pseudoscientific arguments and then demonstrates why conservatives and people of faith can and should embrace evolution. He then appraises the evolutionary questions that truly need to be settled, building a powerful argument for science itself.Cutting the politics away from the facts, Why Darwin Matters is an incisive examination of what is at stake in the debate over evolution.","['Science', 'Nonfiction', 'Biology', 'Evolution', 'Religion', 'Science', 'Biology', 'Religion', 'Atheism', 'Philosophy', 'Philosophy', 'Skepticism', 'Politics', 'Science', 'Popular Science']"
21,http://goodreads.com/book/show/1699997.The_Archimedes_Codex,030681580X,9780306815805,The Archimedes Codex: How a Medieval Prayer Book Is Revealing the True Genius of Antiquity's Greatest Scientist,3.92,['Reviel Netz'],"At a Christie's auction in October 1998, a battered medieval manuscript sold for two million dollars to an anonymous bidder, who then turned it over to the Walters Art Museum in Baltimore for further study. The manuscript was a palimpsest-a book made from an earlier codex whose script had been scraped off and the pages used again. Behind the script of the thirteenth-century monk's prayer book, the palimpsest revealed the faint writing of a much older, tenth-century manuscript. Part archaeological detective story, part science, and part history, The Archimedes Codex tells the extraordinary story of this lost manuscript, from its tenth-century creation in Constantinople to the auction block at Christie's, and how a team of scholars used the latest imaging technology to reveal and decipher the original text. What they found was the earliest surviving manuscript by Archimedes (287 b.c.-212 b.c.), the greatest mathematician of antiquity-a manuscript that revealed, for the first time, the full range of his mathematical genius, which was two thousand years ahead of modern science.","['History', 'Science', 'Nonfiction', 'Science', 'Mathematics', 'Science', 'History Of Science', 'Science', 'Popular Science', 'Writing', 'Books About Books', 'Literature', 'Ancient', 'History', 'World History', 'Cultural', 'Israel']"
22,http://goodreads.com/book/show/231610.The_World_As_I_See_It,1599869659,9781599869650,The World As I See It,3.84,['Albert Einstein'],"To the majority of people Einstein's theory is a complete mystery. Their attitude towards Einstein is like that of Mark Twain towards the writer of a work on mathematics: here was a man who had written an entire book of which Mark could not understand a single sentence. Einstein, therefore, is great in the public eye partly because he has made revolutionary discoveries which cannot be translated into the common tongue. We stand in proper awe of a man whose thoughts move on heights far beyond our range, whose achievements can be measured only by the few who are able to follow his reasoning and challenge his conclusions. There is, however, another side to his personality. It is revealed in the addresses, letters, and occasional writings brought together in this book. These fragments form a mosaic portrait of Einstein the man. Each one is, in a sense, complete in itself; it presents his views on some aspect of progress, education, peace, war, liberty, or other problems of universal...","['Science', 'Nonfiction', 'Philosophy', 'Biography', 'History', 'Science', 'Physics', 'Writing', 'Essays', 'Politics', 'Biography', 'Autobiography', 'Classics']"
23,http://goodreads.com/book/show/8113681,1401309216,9781401309213,الفيزياء المسلية,4.18,['Yakov Perelman'],"الهدف من هذا الكتاب ""الفيزياء المسلية"" هو تزويد القارئ بمعلومات جديدة في الفيزياء ومساعدته على ""إدراك ما يعرفه"" أي تعميق وإحياء ما لديه من المعلومات الأساسية في الفيزياء، وتعليمه كيف يتصرف بها عن وعي، مع حثه على استخدامها في مجالات مختلفة, ويقول مؤلفه ""ياكوف بيير بلمان"" أن ذلك لا يتم إلا ببحث عدد منوع من الألغاز والأسئلة المبتكرة والقصص المسلية والمسائل الممتعة والتناقضات الظاهرية والمقارنات غير المتوقعة في علم الفيزياء، المنسوبة إلى مجموعة الظواهر اليومية أو الروايات العلمية-الخيالية، المستمدة من مؤلفات مشهورة.كما ويقول أنه قد استخدم لتحقيق هدفه مادة الروايات العلمية -الخيالية على نطاق واسع، باعتبارها أكثر ملاءمة لا هداف الكتاب، فقدم مقتطفات من قصص وروايات جول فيرن وويلز ومارك توين وغيرهم، كما وحاول قدر استطاعته أن يضفي على الحديث من الظاهر، صيغة جذابة ويجعل الموضوع مشوقاً. استرشد بتلك البديهية النفسانية، التي تقضي بأن الاهتمام بالموضوع يركز الانتباه ويسهل الفهم، وبالتالي يمهد السبيل لاستيعاب المادة، بصورة أكثر إدراكا ووثوقاً. وخلافاً للتقاليد المرعية عند وضع مثل هذه الكتب فقد خصص المؤلف في كتابه هذا ""الفيزياء المسلية"" صفحات قليلة جداً لوصف التجارب الفيزيائية الممتعة والفعالة.","['Science', 'Science', 'Physics', 'Nonfiction', 'Science', 'Popular Science', 'Parenting', 'Cultural', 'Russia']"
